node_A,node_B,score
RPL15A,RPL32,0.999
RPL15A,RPL33A,0.997
RPL15A,RPL33B,0.981
RPL15A,RPL34A,0.995
RPL15A,RPL34B,0.995
RPL15A,RPL35A,0.997
RPL15A,RPL35B,0.996
RPL15A,RPL36A,0.998
RPL15A,RPL36B,0.997
RPL15A,RPL37A,0.995
RPL15A,RPL37B,0.994
RPL15A,RPL38,0.999
RPL15A,RPL39,0.998
RPL15A,RPL40A,0.99
RPL15A,RPL40B,0.993
RPL15A,RPL42A,0.992
RPL15A,RPL42B,0.992
RPL15A,RPL43A,0.994
RPL15A,RPL43B,0.993
RPL15A,RPL4A,0.998
RPL15A,RPL4B,0.995
RPL15A,RPL5,0.999
RPL15A,RPL6A,0.997
RPL15A,RPL6B,0.998
RPL15A,RPL7A,0.996
RPL15A,RPL7B,0.996
RPL15A,RPL8A,0.997
RPL15A,RPL8B,0.997
RPL15A,RPL9A,0.998
RPL15A,RPL9B,0.997
RPL15A,RPP0,0.999
RPL15A,RPP1A,0.99
RPL15A,RPP1B,0.953
RPL15A,RPP2A,0.994
RPL15A,RPP2B,0.974
RPL15A,RPS0A,0.996
RPL15A,RPS0B,0.995
RPL15A,RPS10A,0.997
RPL15A,RPS10B,0.971
RPL15A,RPS11A,0.991
RPL15A,RPS11B,0.992
RPL15A,RPS12,0.999
RPL15A,RPS13,0.999
RPL15A,RPS14A,0.995
RPL15A,RPS14B,0.994
RPL15A,RPS15,0.999
RPL15A,RPS16A,0.994
RPL15A,RPS16B,0.996
RPL15A,RPS17A,0.998
RPL15A,RPS17B,0.997
RPL15A,RPS18A,0.996
RPL15A,RPS18B,0.996
RPL15A,RPS19A,0.997
RPL15A,RPS19B,0.997
RPL15A,RPS1A,0.997
RPL15A,RPS1B,0.997
RPL15A,RPS2,0.999
RPL15A,RPS20,0.999
RPL15A,RPS21A,0.952
RPL15A,RPS21B,0.996
RPL15A,RPS22A,0.998
RPL15A,RPS22B,0.97
RPL15A,RPS23A,0.995
RPL15A,RPS23B,0.994
RPL15A,RPS24A,0.997
RPL15A,RPS24B,0.996
RPL15A,RPS25A,0.996
RPL15A,RPS25B,0.986
RPL15A,RPS26A,0.996
RPL15A,RPS26B,0.996
RPL15A,RPS27A,0.995
RPL15A,RPS27B,0.995
RPL15A,RPS28A,0.992
RPL15A,RPS28B,0.992
RPL15A,RPS29A,0.994
RPL15A,RPS29B,0.993
RPL15A,RPS3,0.999
RPL15A,RPS30A,0.986
RPL15A,RPS30B,0.987
RPL15A,RPS31,0.999
RPL15A,RPS4A,0.997
RPL15A,RPS4B,0.995
RPL15A,RPS5,0.999
RPL15A,RPS6A,0.997
RPL15A,RPS6B,0.998
RPL15A,RPS7A,0.996
RPL15A,RPS7B,0.973
RPL15A,RPS8A,0.996
RPL15A,RPS8B,0.995
RPL15A,RPS9A,0.995
RPL15A,RPS9B,0.997
RPL15A,RSM10,0.925
RPL15A,RSM7,0.931
RPL15A,STT3,0.902
RPL15B,RPL16A,0.996
RPL15B,RPL16B,0.98
RPL15B,RPL17A,0.966
RPL15B,RPL17B,0.992
RPL15B,RPL18A,0.995
RPL15B,RPL18B,0.995
RPL15B,RPL19A,0.995
RPL15B,RPL19B,0.995
RPL15B,RPL1A,0.988
RPL15B,RPL1B,0.988
RPL15B,RPL20A,0.994
RPL15B,RPL20B,0.993
RPL15B,RPL21A,0.993
RPL15B,RPL21B,0.968
RPL15B,RPL22A,0.99
RPL15B,RPL22B,0.956
RPL15B,RPL23A,0.992
RPL15B,RPL23B,0.993
RPL15B,RPL24A,0.993
RPL15B,RPL24B,0.993
RPL15B,RPL25,0.997
RPL15B,RPL26A,0.974
RPL15B,RPL26B,0.993
RPL15B,RPL27A,0.995
RPL15B,RPL27B,0.977
RPL15B,RPL28,0.997
RPL15B,RPL29,0.996
RPL15B,RPL2A,0.992
RPL15B,RPL2B,0.992
RPL15B,RPL3,0.998
RPL15B,RPL30,0.997
RPL15B,RPL31A,0.995
RPL15B,RPL31B,0.984
RPL15B,RPL32,0.998
RPL15B,RPL33A,0.994
RPL15B,RPL33B,0.976
RPL15B,RPL34A,0.957
RPL15B,RPL34B,0.991
RPL15B,RPL35A,0.992
RPL15B,RPL35B,0.992
RPL15B,RPL36A,0.976
RPL15B,RPL36B,0.994
RPL15B,RPL37A,0.964
RPL15B,RPL37B,0.992
RPL15B,RPL38,0.988
RPL15B,RPL39,0.998
RPL15B,RPL40A,0.984
RPL15B,RPL40B,0.984
RPL15B,RPL42A,0.985
RPL15B,RPL42B,0.987
RPL15B,RPL43A,0.992
RPL15B,RPL43B,0.992
RPL15B,RPL4A,0.994
RPL15B,RPL4B,0.994
RPL15B,RPL5,0.998
RPL15B,RPL6A,0.984
RPL15B,RPL6B,0.984
RPL15B,RPL7A,0.978
RPL15B,RPL7B,0.995
RPL15B,RPL8A,0.969
RPL15B,RPL8B,0.994
RPL15B,RPL9A,0.982
RPL15B,RPL9B,0.996
RPL15B,RPP0,0.996
RPL15B,RPP1A,0.932
RPL15B,RPP1B,0.932
RPL15B,RPP2A,0.941
RPL15B,RPP2B,0.944
RPL15B,RPS0A,0.947
RPL15B,RPS0B,0.988
RPL15B,RPS10A,0.993
RPL15B,RPS10B,0.965
RPL15B,RPS11A,0.987
RPL15B,RPS11B,0.987
RPL15B,RPS12,0.996
RPL15B,RPS13,0.997
RPL15B,RPS14A,0.99
RPL15B,RPS14B,0.99
RPL15B,RPS15,0.997
RPL15B,RPS16A,0.989
RPL15B,RPS16B,0.989
RPL15B,RPS17A,0.994
RPL15B,RPS17B,0.994
RPL15B,RPS18A,0.988
RPL15B,RPS18B,0.988
RPL15B,RPS19A,0.993
RPL15B,RPS19B,0.969
RPL15B,RPS1A,0.946
RPL15B,RPS1B,0.988
RPL15B,RPS2,0.997
RPL15B,RPS20,0.997
RPL15B,RPS21B,0.995
RPL15B,RPS22A,0.992
RPL15B,RPS22B,0.962
RPL15B,RPS23A,0.991
RPL15B,RPS23B,0.991
RPL15B,RPS24A,0.995
RPL15B,RPS24B,0.995
RPL15B,RPS25A,0.991
RPL15B,RPS25B,0.961
RPL15B,RPS26A,0.993
RPL15B,RPS26B,0.993
RPL15B,RPS27A,0.994
RPL15B,RPS27B,0.993
RPL15B,RPS28A,0.99
RPL15B,RPS28B,0.99
RPL15B,RPS29A,0.966
RPL15B,RPS29B,0.965
RPL15B,RPS3,0.997
RPL15B,RPS30A,0.985
RPL15B,RPS30B,0.985
RPL15B,RPS31,0.981
RPL15B,RPS4A,0.992
RPL15B,RPS4B,0.991
RPL15B,RPS5,0.996
RPL15B,RPS6A,0.994
RPL15B,RPS6B,0.994
RPL15B,RPS7A,0.991
RPL15B,RPS7B,0.961
RPL15B,RPS8A,0.993
RPL15B,RPS8B,0.993
RPL15B,RPS9A,0.949
RPL15B,RPS9B,0.99
RPL15B,RSM10,0.924
RPL15B,RSM7,0.932
RPL15B,STT3,0.901
RPL16A,RPL16B,0.993
RPL16A,RPL17A,0.999
RPL16A,RPL17B,0.998
RPL16A,RPL18A,0.998
RPL16A,RPL18B,0.997
RPL16A,RPL19A,0.997
RPL16A,RPL19B,0.997
RPL16A,RPL1A,0.998
RPL16A,RPL1B,0.998
RPL16A,RPL20A,0.999
RPL16A,RPL20B,0.999
RPL16A,RPL21A,0.999
RPL16A,RPL21B,0.984
RPL16A,RPL22A,0.995
RPL16A,RPL22B,0.962
RPL16A,RPL23A,0.999
RPL16A,RPL23B,0.998
RPL16A,RPL24A,0.999
RPL16A,RPL24B,0.997
RPL16A,RPL25,0.999
RPL16A,RPL26A,0.999
RPL16A,RPL26B,0.998
RPL16A,RPL27A,0.999
RPL16A,RPL27B,0.987
RPL16A,RPL28,0.999
RPL16A,RPL29,0.999
RPL16A,RPL2A,0.999
RPL16A,RPL2B,0.998
RPL16A,RPL3,0.999
RPL16A,RPL30,0.999
RPL16A,RPL31A,0.998
RPL16A,RPL31B,0.997
RPL16A,RPL32,0.999
RPL16A,RPL33A,0.999
RPL16A,RPL33B,0.992
RPL16A,RPL34A,0.996
RPL16A,RPL34B,0.997
RPL16A,RPL35A,0.998
RPL16A,RPL35B,0.999
RPL16A,RPL36A,0.998
RPL16A,RPL36B,0.999
RPL16A,RPL37A,0.998
RPL16A,RPL37B,0.995
RPL16A,RPL38,0.999
RPL16A,RPL39,0.999
RPL16A,RPL40A,0.994
RPL16A,RPL40B,0.994
RPL16A,RPL42A,0.993
RPL16A,RPL42B,0.992
RPL16A,RPL43A,0.996
RPL16A,RPL43B,0.997
RPL16A,RPL4A,0.999
RPL16A,RPL4B,0.998
RPL16A,RPL5,0.999
RPL16A,RPL6A,0.999
RPL16A,RPL6B,0.999
RPL16A,RPL7A,0.999
RPL16A,RPL7B,0.996
RPL16A,RPL8A,0.998
RPL16A,RPL8B,0.999
RPL16A,RPL9A,0.999
RPL16A,RPL9B,0.999
RPL16A,RPP0,0.999
RPL16A,RPP1A,0.997
RPL16A,RPP1B,0.973
RPL16A,RPP2A,0.991
RPL16A,RPP2B,0.99
RPL16A,RPS0A,0.998
RPL16A,RPS0B,0.998
RPL16A,RPS10A,0.998
RPL16A,RPS10B,0.984
RPL16A,RPS11A,0.998
RPL16A,RPS11B,0.997
RPL16A,RPS12,0.999
RPL16A,RPS13,0.999
RPL16A,RPS14A,0.998
RPL16A,RPS14B,0.997
RPL16A,RPS15,0.999
RPL16A,RPS16A,0.995
RPL16A,RPS16B,0.998
RPL16A,RPS17A,0.996
RPL16A,RPS17B,0.996
RPL16A,RPS18A,0.998
RPL16A,RPS18B,0.997
RPL16A,RPS19A,0.997
RPL16A,RPS19B,0.994
RPL16A,RPS1A,0.998
RPL16A,RPS1B,0.996
RPL16A,RPS2,0.999
RPL16A,RPS20,0.999
RPL16A,RPS21A,0.969
RPL16A,RPS21B,0.999
RPL16A,RPS22A,0.998
RPL16A,RPS22B,0.977
RPL16A,RPS23A,0.996
RPL16A,RPS23B,0.995
RPL16A,RPS24A,0.997
RPL16A,RPS24B,0.997
RPL16A,RPS25A,0.997
RPL16A,RPS25B,0.988
RPL16A,RPS26A,0.996
RPL16A,RPS26B,0.998
RPL16A,RPS27A,0.995
RPL16A,RPS27B,0.996
RPL16A,RPS28A,0.99
RPL16A,RPS28B,0.993
RPL16A,RPS29A,0.993
RPL16A,RPS29B,0.992
RPL16A,RPS3,0.999
RPL16A,RPS30A,0.99
RPL16A,RPS30B,0.991
RPL16A,RPS31,0.998
RPL16A,RPS4A,0.996
RPL16A,RPS4B,0.995
RPL16A,RPS5,0.999
RPL16A,RPS6A,0.996
RPL16A,RPS6B,0.997
RPL16A,RPS7A,0.998
RPL16A,RPS7B,0.99
RPL16A,RPS8A,0.997
RPL16A,RPS8B,0.993
RPL16A,RPS9A,0.996
RPL16A,RPS9B,0.997
RPL16A,RSM18,0.928
RPL16A,RSM23,0.905
RPL16A,RSM7,0.941
RPL16A,RTC6,0.983
RPL16A,SEC61,0.929
RPL16A,SRP54,0.94
RPL16A,STT3,0.907
RPL16B,RPL17A,0.998
RPL16B,RPL17B,0.994
RPL16B,RPL18A,0.998
RPL16B,RPL18B,0.996
RPL16B,RPL19A,0.997
RPL16B,RPL19B,0.997
RPL16B,RPL1A,0.992
RPL16B,RPL1B,0.992
RPL16B,RPL20A,0.998
RPL16B,RPL20B,0.998
RPL16B,RPL21A,0.998
RPL16B,RPL21B,0.985
RPL16B,RPL22A,0.993
RPL16B,RPL22B,0.958
RPL16B,RPL23A,0.998
RPL16B,RPL23B,0.998
RPL16B,RPL24A,0.997
RPL16B,RPL24B,0.988
RPL16B,RPL25,0.999
RPL16B,RPL26A,0.997
RPL16B,RPL26B,0.99
RPL16B,RPL27A,0.996
RPL16B,RPL27B,0.985
RPL16B,RPL28,0.999
RPL16B,RPL29,0.997
RPL16B,RPL2A,0.998
RPL16B,RPL2B,0.998
RPL16B,RPL3,0.999
RPL16B,RPL30,0.998
RPL16B,RPL31A,0.996
RPL16B,RPL31B,0.98
RPL16B,RPL32,0.999
RPL16B,RPL33A,0.998
RPL16B,RPL33B,0.99
RPL16B,RPL34A,0.995
RPL16B,RPL34B,0.978
RPL16B,RPL35A,0.998
RPL16B,RPL35B,0.998
RPL16B,RPL36A,0.996
RPL16B,RPL36B,0.979
RPL16B,RPL37A,0.995
RPL16B,RPL37B,0.972
RPL16B,RPL38,0.998
RPL16B,RPL39,0.998
RPL16B,RPL40A,0.997
RPL16B,RPL40B,0.995
RPL16B,RPL42A,0.993
RPL16B,RPL42B,0.992
RPL16B,RPL43A,0.995
RPL16B,RPL43B,0.996
RPL16B,RPL4A,0.998
RPL16B,RPL4B,0.993
RPL16B,RPL5,0.999
RPL16B,RPL6A,0.999
RPL16B,RPL6B,0.996
RPL16B,RPL7A,0.998
RPL16B,RPL7B,0.98
RPL16B,RPL8A,0.998
RPL16B,RPL8B,0.993
RPL16B,RPL9A,0.998
RPL16B,RPL9B,0.989
RPL16B,RPP0,0.999
RPL16B,RPP1A,0.955
RPL16B,RPP1B,0.95
RPL16B,RPP2A,0.961
RPL16B,RPP2B,0.949
RPL16B,RPS0A,0.986
RPL16B,RPS0B,0.989
RPL16B,RPS10A,0.985
RPL16B,RPS10B,0.981
RPL16B,RPS11A,0.99
RPL16B,RPS11B,0.989
RPL16B,RPS12,0.993
RPL16B,RPS13,0.995
RPL16B,RPS14A,0.98
RPL16B,RPS14B,0.973
RPL16B,RPS15,0.997
RPL16B,RPS16A,0.982
RPL16B,RPS16B,0.989
RPL16B,RPS17A,0.98
RPL16B,RPS17B,0.979
RPL16B,RPS18A,0.986
RPL16B,RPS18B,0.986
RPL16B,RPS19A,0.98
RPL16B,RPS19B,0.984
RPL16B,RPS1A,0.983
RPL16B,RPS1B,0.983
RPL16B,RPS2,0.996
RPL16B,RPS20,0.995
RPL16B,RPS21B,0.991
RPL16B,RPS22A,0.985
RPL16B,RPS22B,0.969
RPL16B,RPS23A,0.98
RPL16B,RPS23B,0.981
RPL16B,RPS24A,0.983
RPL16B,RPS24B,0.984
RPL16B,RPS25A,0.985
RPL16B,RPS25B,0.983
RPL16B,RPS26A,0.983
RPL16B,RPS26B,0.985
RPL16B,RPS27A,0.958
RPL16B,RPS27B,0.982
RPL16B,RPS28A,0.955
RPL16B,RPS28B,0.96
RPL16B,RPS29A,0.964
RPL16B,RPS29B,0.959
RPL16B,RPS3,0.997
RPL16B,RPS30A,0.959
RPL16B,RPS30B,0.954
RPL16B,RPS31,0.992
RPL16B,RPS4A,0.981
RPL16B,RPS4B,0.976
RPL16B,RPS5,0.994
RPL16B,RPS6A,0.983
RPL16B,RPS6B,0.982
RPL16B,RPS7A,0.987
RPL16B,RPS7B,0.984
RPL16B,RPS8A,0.967
RPL16B,RPS8B,0.966
RPL16B,RPS9A,0.957
RPL16B,RPS9B,0.989
RPL16B,RSM18,0.927
RPL16B,RSM23,0.905
RPL16B,RSM7,0.941
RPL16B,RTC6,0.979
RPL16B,SEC61,0.93
RPL16B,SRP54,0.939
RPL16B,STT3,0.907
RPL17A,RPL17B,0.985
RPL17A,RPL18A,0.997
RPL17A,RPL18B,0.994
RPL17A,RPL19A,0.998
RPL17A,RPL19B,0.998
RPL17A,RPL1A,0.996
RPL17A,RPL1B,0.996
RPL17A,RPL20A,0.998
RPL17A,RPL20B,0.997
RPL17A,RPL21A,0.999
RPL17A,RPL21B,0.984
RPL17A,RPL22A,0.994
RPL17A,RPL22B,0.954
RPL17A,RPL23A,0.998
RPL17A,RPL23B,0.998
RPL17A,RPL24A,0.999
RPL17A,RPL24B,0.997
RPL17A,RPL25,0.999
RPL17A,RPL26A,0.999
RPL17A,RPL26B,0.997
RPL17A,RPL27A,0.999
RPL17A,RPL27B,0.998
RPL17A,RPL28,0.999
RPL17A,RPL29,0.999
RPL17A,RPL2A,0.998
RPL17A,RPL2B,0.997
RPL17A,RPL3,0.999
RPL17A,RPL30,0.999
RPL17A,RPL31A,0.999
RPL17A,RPL31B,0.998
RPL17A,RPL32,0.999
RPL17A,RPL33A,0.999
RPL17A,RPL33B,0.991
RPL17A,RPL34A,0.999
RPL17A,RPL34B,0.99
RPL17A,RPL35A,0.999
RPL17A,RPL35B,0.999
RPL17A,RPL36A,0.997
RPL17A,RPL36B,0.999
RPL17A,RPL37A,0.999
RPL17A,RPL37B,0.999
RPL17A,RPL38,0.999
RPL17A,RPL39,0.999
RPL17A,RPL40A,0.994
RPL17A,RPL40B,0.995
RPL17A,RPL42A,0.993
RPL17A,RPL42B,0.992
RPL17A,RPL43A,0.996
RPL17A,RPL43B,0.995
RPL17A,RPL4A,0.998
RPL17A,RPL4B,0.998
RPL17A,RPL5,0.999
RPL17A,RPL6A,0.998
RPL17A,RPL6B,0.999
RPL17A,RPL7A,0.999
RPL17A,RPL7B,0.996
RPL17A,RPL8A,0.997
RPL17A,RPL8B,0.998
RPL17A,RPL9A,0.998
RPL17A,RPL9B,0.999
RPL17A,RPP0,0.999
RPL17A,RPP1A,0.997
RPL17A,RPP1B,0.959
RPL17A,RPP2A,0.991
RPL17A,RPP2B,0.987
RPL17A,RPS0A,0.998
RPL17A,RPS0B,0.996
RPL17A,RPS10A,0.997
RPL17A,RPS10B,0.978
RPL17A,RPS11A,0.997
RPL17A,RPS11B,0.996
RPL17A,RPS12,0.998
RPL17A,RPS13,0.999
RPL17A,RPS14A,0.997
RPL17A,RPS14B,0.993
RPL17A,RPS15,0.999
RPL17A,RPS16A,0.996
RPL17A,RPS16B,0.997
RPL17A,RPS17A,0.997
RPL17A,RPS17B,0.995
RPL17A,RPS18A,0.997
RPL17A,RPS18B,0.997
RPL17A,RPS19A,0.996
RPL17A,RPS19B,0.996
RPL17A,RPS1A,0.998
RPL17A,RPS1B,0.997
RPL17A,RPS2,0.999
RPL17A,RPS20,0.999
RPL17A,RPS21A,0.946
RPL17A,RPS21B,0.998
RPL17A,RPS22A,0.998
RPL17A,RPS22B,0.967
RPL17A,RPS23A,0.996
RPL17A,RPS23B,0.996
RPL17A,RPS24A,0.996
RPL17A,RPS24B,0.996
RPL17A,RPS25A,0.996
RPL17A,RPS25B,0.985
RPL17A,RPS26A,0.996
RPL17A,RPS26B,0.996
RPL17A,RPS27A,0.994
RPL17A,RPS27B,0.996
RPL17A,RPS28A,0.99
RPL17A,RPS28B,0.992
RPL17A,RPS29A,0.995
RPL17A,RPS29B,0.995
RPL17A,RPS3,0.999
RPL17A,RPS30A,0.989
RPL17A,RPS30B,0.991
RPL17A,RPS31,0.999
RPL17A,RPS4A,0.997
RPL17A,RPS4B,0.996
RPL17A,RPS5,0.999
RPL17A,RPS6A,0.994
RPL17A,RPS6B,0.996
RPL17A,RPS7A,0.997
RPL17A,RPS7B,0.984
RPL17A,RPS8A,0.996
RPL17A,RPS8B,0.994
RPL17A,RPS9A,0.995
RPL17A,RPS9B,0.997
RPL17A,RSA3,0.904
RPL17A,RSM18,0.923
RPL17A,RSM23,0.916
RPL17A,RSM24,0.905
RPL17A,RSM7,0.918
RPL17A,RTC6,0.977
RPL17A,SBH2,0.935
RPL17A,SEC61,0.942
RPL17A,SRP54,0.942
RPL17A,SSH1,0.974
RPL17A,SSS1,0.964
RPL17A,STT3,0.902
RPL17A,TIF11,0.92
RPL17B,RPL18A,0.996
RPL17B,RPL18B,0.995
RPL17B,RPL19A,0.998
RPL17B,RPL19B,0.998
RPL17B,RPL1A,0.996
RPL17B,RPL1B,0.996
RPL17B,RPL20A,0.997
RPL17B,RPL20B,0.997
RPL17B,RPL21A,0.996
RPL17B,RPL21B,0.982
RPL17B,RPL22A,0.992
RPL17B,RPL22B,0.957
RPL17B,RPL23A,0.998
RPL17B,RPL23B,0.998
RPL17B,RPL24A,0.997
RPL17B,RPL24B,0.997
RPL17B,RPL25,0.999
RPL17B,RPL26A,0.996
RPL17B,RPL26B,0.999
RPL17B,RPL27A,0.997
RPL17B,RPL27B,0.998
RPL17B,RPL28,0.998
RPL17B,RPL29,0.997
RPL17B,RPL2A,0.998
RPL17B,RPL2B,0.998
RPL17B,RPL3,0.999
RPL17B,RPL30,0.998
RPL17B,RPL31A,0.998
RPL17B,RPL31B,0.993
RPL17B,RPL32,0.999
RPL17B,RPL33A,0.997
RPL17B,RPL33B,0.991
RPL17B,RPL34A,0.999
RPL17B,RPL34B,0.997
RPL17B,RPL35A,0.999
RPL17B,RPL35B,0.999
RPL17B,RPL36A,0.99
RPL17B,RPL36B,0.997
RPL17B,RPL37A,0.999
RPL17B,RPL37B,0.999
RPL17B,RPL38,0.991
RPL17B,RPL39,0.998
RPL17B,RPL40A,0.994
RPL17B,RPL40B,0.994
RPL17B,RPL42A,0.993
RPL17B,RPL42B,0.993
RPL17B,RPL43A,0.996
RPL17B,RPL43B,0.997
RPL17B,RPL4A,0.998
RPL17B,RPL4B,0.998
RPL17B,RPL5,0.999
RPL17B,RPL6A,0.992
RPL17B,RPL6B,0.992
RPL17B,RPL7A,0.988
RPL17B,RPL7B,0.995
RPL17B,RPL8A,0.988
RPL17B,RPL8B,0.997
RPL17B,RPL9A,0.991
RPL17B,RPL9B,0.997
RPL17B,RPP0,0.998
RPL17B,RPP1A,0.94
RPL17B,RPP1B,0.961
RPL17B,RPP2A,0.961
RPL17B,RPP2B,0.937
RPL17B,RPS0A,0.984
RPL17B,RPS0B,0.996
RPL17B,RPS10A,0.996
RPL17B,RPS10B,0.979
RPL17B,RPS11A,0.997
RPL17B,RPS11B,0.997
RPL17B,RPS12,0.998
RPL17B,RPS13,0.999
RPL17B,RPS14A,0.994
RPL17B,RPS14B,0.994
RPL17B,RPS15,0.999
RPL17B,RPS16A,0.996
RPL17B,RPS16B,0.997
RPL17B,RPS17A,0.996
RPL17B,RPS17B,0.996
RPL17B,RPS18A,0.996
RPL17B,RPS18B,0.996
RPL17B,RPS19A,0.995
RPL17B,RPS19B,0.982
RPL17B,RPS1A,0.985
RPL17B,RPS1B,0.997
RPL17B,RPS2,0.999
RPL17B,RPS20,0.997
RPL17B,RPS21A,0.94
RPL17B,RPS21B,0.998
RPL17B,RPS22A,0.997
RPL17B,RPS22B,0.97
RPL17B,RPS23A,0.996
RPL17B,RPS23B,0.996
RPL17B,RPS24A,0.996
RPL17B,RPS24B,0.996
RPL17B,RPS25A,0.996
RPL17B,RPS25B,0.982
RPL17B,RPS26A,0.996
RPL17B,RPS26B,0.997
RPL17B,RPS27A,0.992
RPL17B,RPS27B,0.995
RPL17B,RPS28A,0.991
RPL17B,RPS28B,0.992
RPL17B,RPS29A,0.98
RPL17B,RPS29B,0.973
RPL17B,RPS3,0.999
RPL17B,RPS30A,0.991
RPL17B,RPS30B,0.991
RPL17B,RPS31,0.993
RPL17B,RPS4A,0.997
RPL17B,RPS4B,0.996
RPL17B,RPS5,0.999
RPL17B,RPS6A,0.995
RPL17B,RPS6B,0.996
RPL17B,RPS7A,0.995
RPL17B,RPS7B,0.98
RPL17B,RPS8A,0.995
RPL17B,RPS8B,0.995
RPL17B,RPS9A,0.966
RPL17B,RPS9B,0.996
RPL17B,RSA3,0.904
RPL17B,RSM18,0.924
RPL17B,RSM23,0.916
RPL17B,RSM24,0.905
RPL17B,RSM7,0.918
RPL17B,RTC6,0.977
RPL17B,SEC61,0.931
RPL17B,SRP54,0.91
RPL17B,STT3,0.905
RPL18A,RPL18B,0.931
RPL18A,RPL19A,0.997
RPL18A,RPL19B,0.997
RPL18A,RPL1A,0.996
RPL18A,RPL1B,0.996
RPL18A,RPL20A,0.998
RPL18A,RPL20B,0.998
RPL18A,RPL21A,0.998
RPL18A,RPL21B,0.991
RPL18A,RPL22A,0.995
RPL18A,RPL22B,0.971
RPL18A,RPL23A,0.996
RPL18A,RPL23B,0.996
RPL18A,RPL24A,0.998
RPL18A,RPL24B,0.998
RPL18A,RPL25,0.999
RPL18A,RPL26A,0.997
RPL18A,RPL26B,0.997
RPL18A,RPL27A,0.998
RPL18A,RPL27B,0.992
RPL18A,RPL28,0.999
RPL18A,RPL29,0.998
RPL18A,RPL2A,0.997
RPL18A,RPL2B,0.997
RPL18A,RPL3,0.999
RPL18A,RPL30,0.999
RPL18A,RPL31A,0.997
RPL18A,RPL31B,0.987
RPL18A,RPL32,0.999
RPL18A,RPL33A,0.998
RPL18A,RPL33B,0.989
RPL18A,RPL34A,0.997
RPL18A,RPL34B,0.997
RPL18A,RPL35A,0.997
RPL18A,RPL35B,0.996
RPL18A,RPL36A,0.997
RPL18A,RPL36B,0.996
RPL18A,RPL37A,0.994
RPL18A,RPL37B,0.993
RPL18A,RPL38,0.997
RPL18A,RPL39,0.998
RPL18A,RPL40A,0.995
RPL18A,RPL40B,0.995
RPL18A,RPL42A,0.994
RPL18A,RPL42B,0.993
RPL18A,RPL43A,0.996
RPL18A,RPL43B,0.995
RPL18A,RPL4A,0.998
RPL18A,RPL4B,0.997
RPL18A,RPL5,0.999
RPL18A,RPL6A,0.998
RPL18A,RPL6B,0.997
RPL18A,RPL7A,0.998
RPL18A,RPL7B,0.997
RPL18A,RPL8A,0.997
RPL18A,RPL8B,0.998
RPL18A,RPL9A,0.997
RPL18A,RPL9B,0.997
RPL18A,RPP0,0.998
RPL18A,RPP1A,0.994
RPL18A,RPP1B,0.976
RPL18A,RPP2A,0.995
RPL18A,RPP2B,0.972
RPL18A,RPS0A,0.996
RPL18A,RPS0B,0.996
RPL18A,RPS10A,0.997
RPL18A,RPS10B,0.984
RPL18A,RPS11A,0.996
RPL18A,RPS11B,0.997
RPL18A,RPS12,0.999
RPL18A,RPS13,0.999
RPL18A,RPS14A,0.995
RPL18A,RPS14B,0.994
RPL18A,RPS15,0.999
RPL18A,RPS16A,0.997
RPL18A,RPS16B,0.997
RPL18A,RPS17A,0.997
RPL18A,RPS17B,0.997
RPL18A,RPS18A,0.995
RPL18A,RPS18B,0.996
RPL18A,RPS19A,0.998
RPL18A,RPS19B,0.999
RPL18A,RPS1A,0.996
RPL18A,RPS1B,0.997
RPL18A,RPS2,0.999
RPL18A,RPS20,0.998
RPL18A,RPS21A,0.957
RPL18A,RPS21B,0.998
RPL18A,RPS22A,0.996
RPL18A,RPS22B,0.968
RPL18A,RPS23A,0.995
RPL18A,RPS23B,0.995
RPL18A,RPS24A,0.998
RPL18A,RPS24B,0.997
RPL18A,RPS25A,0.996
RPL18A,RPS25B,0.979
RPL18A,RPS26A,0.997
RPL18A,RPS26B,0.997
RPL18A,RPS27A,0.993
RPL18A,RPS27B,0.997
RPL18A,RPS28A,0.993
RPL18A,RPS28B,0.994
RPL18A,RPS29A,0.995
RPL18A,RPS29B,0.995
RPL18A,RPS3,0.999
RPL18A,RPS30A,0.992
RPL18A,RPS30B,0.994
RPL18A,RPS31,0.998
RPL18A,RPS4A,0.997
RPL18A,RPS4B,0.996
RPL18A,RPS5,0.999
RPL18A,RPS6A,0.995
RPL18A,RPS6B,0.996
RPL18A,RPS7A,0.997
RPL18A,RPS7B,0.987
RPL18A,RPS8A,0.994
RPL18A,RPS8B,0.993
RPL18A,RPS9A,0.996
RPL18A,RPS9B,0.997
RPL18A,RSM10,0.926
RPL18A,RSM7,0.942
RPL18A,STT3,0.906
RPL18A,TEF4,0.922
RPL18B,RPL19A,0.995
RPL18B,RPL19B,0.995
RPL18B,RPL1A,0.995
RPL18B,RPL1B,0.994
RPL18B,RPL20A,0.997
RPL18B,RPL20B,0.997
RPL18B,RPL21A,0.997
RPL18B,RPL21B,0.988
RPL18B,RPL22A,0.994
RPL18B,RPL22B,0.97
RPL18B,RPL23A,0.995
RPL18B,RPL23B,0.995
RPL18B,RPL24A,0.996
RPL18B,RPL24B,0.996
RPL18B,RPL25,0.998
RPL18B,RPL26A,0.996
RPL18B,RPL26B,0.995
RPL18B,RPL27A,0.998
RPL18B,RPL27B,0.99
RPL18B,RPL28,0.999
RPL18B,RPL29,0.998
