dataset,n_nodes,n_edges,grid_index,grid_total,sim_metric,theta_sim,theta_overlap,runtime_sec,error,shen_modularity,modularity_overlap,modularity,internal_edge_density,conductance,normalized_cut,avg_transitivity,n_communities,max_community_size,coverage_ratio,uncovered_node_ratio,overlap_node_ratio,avg_memberships_per_covered_node,overlap_intensity
yeast,1531,26721,218,294,aa,0.5,0.1,3.2254629135131836,,0.5820522542056279,0.5820522542056279,0.5776964250375919,0.7322386573001671,0.1502739802809652,0.15520971219391258,0.8914390753228458,29,635,1.0,0.0,0.008491182233834096,1.008491182233834,2.0
yeast,1531,26721,219,294,aa,0.5,0.2,3.2188916206359863,,0.5820522542056279,0.5820522542056279,0.5776964250375919,0.7322386573001671,0.1502739802809652,0.15520971219391258,0.8914390753228458,29,635,1.0,0.0,0.008491182233834096,1.008491182233834,2.0
yeast,1531,26721,220,294,aa,0.5,0.3,3.234971523284912,,0.5820522542056279,0.5820522542056279,0.5776964250375919,0.7322386573001671,0.1502739802809652,0.15520971219391258,0.8914390753228458,29,635,1.0,0.0,0.008491182233834096,1.008491182233834,2.0
yeast,1531,26721,221,294,aa,0.5,0.4,3.170102834701538,,0.5820522542056279,0.5820522542056279,0.5776964250375919,0.7322386573001671,0.1502739802809652,0.15520971219391258,0.8914390753228458,29,635,1.0,0.0,0.008491182233834096,1.008491182233834,2.0
yeast,1531,26721,222,294,aa,0.5,0.5,3.199927806854248,,0.5820522542056279,0.5820522542056279,0.5776964250375919,0.7322386573001671,0.1502739802809652,0.15520971219391258,0.8914390753228458,29,635,1.0,0.0,0.008491182233834096,1.008491182233834,2.0
yeast,1531,26721,223,294,aa,0.5,0.6,3.166881561279297,,0.5820522542056279,0.5820522542056279,0.5776964250375919,0.7322386573001671,0.1502739802809652,0.15520971219391258,0.8914390753228458,29,635,1.0,0.0,0.008491182233834096,1.008491182233834,2.0
yeast,1531,26721,224,294,aa,0.5,0.7,3.1844375133514404,,0.5820522542056279,0.5820522542056279,0.5776964250375919,0.7322386573001671,0.1502739802809652,0.15520971219391258,0.8914390753228458,29,635,1.0,0.0,0.008491182233834096,1.008491182233834,2.0
yeast,1531,26721,71,294,jaccard,0.5,0.1,3.1773006916046143,,0.5793520068110158,0.5793520068110158,0.5776964250375919,0.7335357047598577,0.1395307161778624,0.14428223226307987,0.8928518890322003,29,635,1.0,0.0,0.001959503592423253,1.0019595035924234,2.0
yeast,1531,26721,72,294,jaccard,0.5,0.2,3.157518148422241,,0.5793520068110158,0.5793520068110158,0.5776964250375919,0.7335357047598577,0.1395307161778624,0.14428223226307987,0.8928518890322003,29,635,1.0,0.0,0.001959503592423253,1.0019595035924234,2.0
yeast,1531,26721,73,294,jaccard,0.5,0.3,3.226504325866699,,0.5793520068110158,0.5793520068110158,0.5776964250375919,0.7335357047598577,0.1395307161778624,0.14428223226307987,0.8928518890322003,29,635,1.0,0.0,0.001959503592423253,1.0019595035924234,2.0
yeast,1531,26721,74,294,jaccard,0.5,0.4,3.139376163482666,,0.5793520068110158,0.5793520068110158,0.5776964250375919,0.7335357047598577,0.1395307161778624,0.14428223226307987,0.8928518890322003,29,635,1.0,0.0,0.001959503592423253,1.0019595035924234,2.0
yeast,1531,26721,75,294,jaccard,0.5,0.5,3.1790974140167236,,0.5793520068110158,0.5793520068110158,0.5776964250375919,0.7335357047598577,0.1395307161778624,0.14428223226307987,0.8928518890322003,29,635,1.0,0.0,0.001959503592423253,1.0019595035924234,2.0
yeast,1531,26721,76,294,jaccard,0.5,0.6,3.181427001953125,,0.5793520068110158,0.5793520068110158,0.5776964250375919,0.7335357047598577,0.1395307161778624,0.14428223226307987,0.8928518890322003,29,635,1.0,0.0,0.001959503592423253,1.0019595035924234,2.0
yeast,1531,26721,77,294,jaccard,0.5,0.7,3.1710450649261475,,0.5793520068110158,0.5793520068110158,0.5776964250375919,0.7335357047598577,0.1395307161778624,0.14428223226307987,0.8928518890322003,29,635,1.0,0.0,0.001959503592423253,1.0019595035924234,2.0
yeast,1531,26721,36,294,cosine,0.7,0.1,3.1715071201324463,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,37,294,cosine,0.7,0.2,3.1913704872131348,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,38,294,cosine,0.7,0.3,3.1812801361083984,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,39,294,cosine,0.7,0.4,3.1757149696350098,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,40,294,cosine,0.7,0.5,3.160404920578003,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,41,294,cosine,0.7,0.6,3.153510808944702,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,42,294,cosine,0.7,0.7,3.125793218612671,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,134,294,dice,0.7,0.1,3.129598617553711,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,135,294,dice,0.7,0.2,3.164196729660034,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,136,294,dice,0.7,0.3,3.192493200302124,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,137,294,dice,0.7,0.4,3.16391921043396,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,138,294,dice,0.7,0.5,3.1523828506469727,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,139,294,dice,0.7,0.6,3.1738171577453613,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,140,294,dice,0.7,0.7,3.1530344486236572,,0.5785684048226942,0.5785684048226942,0.5776964250375919,0.733371780997898,0.13967456907948492,0.14440272028442921,0.892792638217896,29,635,1.0,0.0,0.0013063357282821686,1.001306335728282,2.0
yeast,1531,26721,78,294,jaccard,0.6,0.1,3.1518568992614746,,0.5781984150999577,0.5781984150999577,0.5776964250375919,0.7332025664770565,0.13966508511723338,0.1443445779615818,0.8926921132061094,29,635,1.0,0.0,0.0006531678641410843,1.000653167864141,2.0
yeast,1531,26721,79,294,jaccard,0.6,0.2,3.159085273742676,,0.5781984150999577,0.5781984150999577,0.5776964250375919,0.7332025664770565,0.13966508511723338,0.1443445779615818,0.8926921132061094,29,635,1.0,0.0,0.0006531678641410843,1.000653167864141,2.0
yeast,1531,26721,80,294,jaccard,0.6,0.3,3.173140525817871,,0.5781984150999577,0.5781984150999577,0.5776964250375919,0.7332025664770565,0.13966508511723338,0.1443445779615818,0.8926921132061094,29,635,1.0,0.0,0.0006531678641410843,1.000653167864141,2.0
yeast,1531,26721,81,294,jaccard,0.6,0.4,3.192232131958008,,0.5781984150999577,0.5781984150999577,0.5776964250375919,0.7332025664770565,0.13966508511723338,0.1443445779615818,0.8926921132061094,29,635,1.0,0.0,0.0006531678641410843,1.000653167864141,2.0
yeast,1531,26721,82,294,jaccard,0.6,0.5,3.1954545974731445,,0.5781984150999577,0.5781984150999577,0.5776964250375919,0.7332025664770565,0.13966508511723338,0.1443445779615818,0.8926921132061094,29,635,1.0,0.0,0.0006531678641410843,1.000653167864141,2.0
