queryItem,stringId,ncbiTaxonId,preferredName,resolvedQuery,mappingSource,mappingPriority,node_label
GAL3,4932.YDR009W,4932,GAL3,GAL3,direct_string,1,GAL3
GAL4,4932.YPL248C,4932,GAL4,GAL4,direct_string,1,GAL4
GAL80,4932.YML051W,4932,GAL80,GAL80,direct_string,1,GAL80
GAL83,4932.YER027C,4932,GAL83,GAL83,direct_string,1,GAL83
GCD1,4932.YOR260W,4932,GCD1,GCD1,direct_string,1,GCD1
GCD10,4932.YNL062C,4932,GCD10,GCD10,direct_string,1,GCD10
GCD11,4932.YER025W,4932,GCD11,GCD11,direct_string,1,GCD11
GCD14,4932.YJL125C,4932,GCD14,GCD14,direct_string,1,GCD14
GCD2,4932.YGR083C,4932,GCD2,GCD2,direct_string,1,GCD2
GCD6,4932.YDR211W,4932,GCD6,GCD6,direct_string,1,GCD6
GCD7,4932.YLR291C,4932,GCD7,GCD7,direct_string,1,GCD7
GCN1,4932.YGL195W,4932,GCN1,GCN1,direct_string,1,GCN1
GCN20,4932.YFR009W,4932,GCN20,GCN20,direct_string,1,GCN20
GCN3,4932.YKR026C,4932,GCN3,GCN3,direct_string,1,GCN3
GCN5,4932.YGR252W,4932,GCN5,GCN5,direct_string,1,GCN5
GCR1,4932.YPL075W,4932,GCR1,GCR1,direct_string,1,GCR1
GCR2,4932.YNL199C,4932,GCR2,GCR2,direct_string,1,GCR2
GCV1,4932.YDR019C,4932,GCV1,GCV1,direct_string,1,GCV1
GCV2,4932.YMR189W,4932,GCV2,GCV2,direct_string,1,GCV2
GCV3,4932.YAL044C,4932,GCV3,GCV3,direct_string,1,GCV3
GET1,4932.YGL020C,4932,GET1,GET1,direct_string,1,GET1
GET2,4932.YER083C,4932,GET2,GET2,direct_string,1,GET2
GET3,4932.YDL100C,4932,GET3,GET3,direct_string,1,GET3
GID7,4932.YCL039W,4932,GID7,GID7,direct_string,1,GID7
GID8,4932.YMR135C,4932,GID8,GID8,direct_string,1,GID8
GIM3,4932.YNL153C,4932,GIM3,GIM3,direct_string,1,GIM3
GIM4,4932.YEL003W,4932,GIM4,GIM4,direct_string,1,GIM4
GIM5,4932.YML094W,4932,GIM5,GIM5,direct_string,1,GIM5
GIP1,4932.YBR045C,4932,GIP1,GIP1,direct_string,1,GIP1
GLC7,4932.YER133W,4932,GLC7,GLC7,direct_string,1,GLC7
GLE1,4932.YDL207W,4932,GLE1,GLE1,direct_string,1,GLE1
GLO3,4932.YER122C,4932,GLO3,GLO3,direct_string,1,GLO3
GON7,4932.YJL184W,4932,GON7,GON7,direct_string,1,GON7
GPA1,4932.YHR005C,4932,GPA1,GPA1,direct_string,1,GPA1
GPI1,4932.YGR216C,4932,GPI1,GPI1,direct_string,1,GPI1
GPI15,4932.YNL038W,4932,GPI15,GPI15,direct_string,1,GPI15
GPI16,4932.YHR188C,4932,GPI16,GPI16,direct_string,1,GPI16
GPI17,4932.YDR434W,4932,GPI17,GPI17,direct_string,1,GPI17
GPI19,4932.YDR437W,4932,GPI19,GPI19,direct_string,1,GPI19
GPI2,4932.YPL076W,4932,GPI2,GPI2,direct_string,1,GPI2
GPI8,4932.YDR331W,4932,GPI8,GPI8,direct_string,1,GPI8
GRH1,4932.YDR517W,4932,GRH1,GRH1,direct_string,1,GRH1
GRR1,4932.YJR090C,4932,GRR1,GRR1,direct_string,1,GRR1
GSC2,4932.YGR032W,4932,GSC2,GSC2,direct_string,1,GSC2
GTB1,4932.YDR221W,4932,GTB1,GTB1,direct_string,1,GTB1
GTR1,4932.YML121W,4932,GTR1,GTR1,direct_string,1,GTR1
GTR2,4932.YGR163W,4932,GTR2,GTR2,direct_string,1,GTR2
GUS1,4932.YGL245W,4932,GUS1,GUS1,direct_string,1,GUS1
GYL1,4932.YMR192W,4932,GYL1,GYL1,direct_string,1,GYL1
GYP5,4932.YPL249C,4932,GYP5,GYP5,direct_string,1,GYP5
HAP2,4932.YGL237C,4932,HAP2,HAP2,direct_string,1,HAP2
HAP3,4932.YBL021C,4932,HAP3,HAP3,direct_string,1,HAP3
HAP4,4932.YKL109W,4932,HAP4,HAP4,direct_string,1,HAP4
HAP5,4932.YOR358W,4932,HAP5,HAP5,direct_string,1,HAP5
HAT1,4932.YPL001W,4932,HAT1,HAT1,direct_string,1,HAT1
HAT2,4932.YEL056W,4932,HAT2,HAT2,direct_string,1,HAT2
HCR1,4932.YLR192C,4932,HCR1,HCR1,direct_string,1,HCR1
HDA1,4932.YNL021W,4932,HDA1,HDA1,direct_string,1,HDA1
HDA2,4932.YDR295C,4932,HDA2,HDA2,direct_string,1,HDA2
HDA3,4932.YPR179C,4932,HDA3,HDA3,direct_string,1,HDA3
HFI1,4932.YPL254W,4932,HFI1,HFI1,direct_string,1,HFI1
HHF1,4932.YBR009C,4932,HHF1,HHF1,direct_string,1,HHF1
HHF2,4932.YNL030W,4932,HHF2,HHF2,direct_string,1,HHF2
HHT1,4932.YBR010W,4932,HHT1,HHT1,direct_string,1,HHT1
HHT2,4932.YNL031C,4932,HHT2,HHT2,direct_string,1,HHT2
HIF1,4932.YLL022C,4932,HIF1,HIF1,direct_string,1,HIF1
HIR1,4932.YBL008W,4932,HIR1,HIR1,direct_string,1,HIR1
HIR2,4932.YOR038C,4932,HIR2,HIR2,direct_string,1,HIR2
HIR3,4932.YJR140C,4932,HIR3,HIR3,direct_string,1,HIR3
HOC1,4932.YJR075W,4932,HOC1,HOC1,direct_string,1,HOC1
HOP1,4932.YIL072W,4932,HOP1,HOP1,direct_string,1,HOP1
HOP2,4932.YGL033W,4932,HOP2,HOP2,direct_string,1,HOP2
HOS2,4932.YGL194C,4932,HOS2,HOS2,direct_string,1,HOS2
HOS4,4932.YIL112W,4932,HOS4,HOS4,direct_string,1,HOS4
HPC2,4932.YBR215W,4932,HPC2,HPC2,direct_string,1,HPC2
HPR1,4932.YDR138W,4932,HPR1,HPR1,direct_string,1,HPR1
HRD1,4932.YOL013C,4932,HRD1,HRD1,direct_string,1,HRD1
HRD3,4932.YLR207W,4932,HRD3,HRD3,direct_string,1,HRD3
HRP1,4932.YOL123W,4932,HRP1,HRP1,direct_string,1,HRP1
HRR25,4932.YPL204W,4932,HRR25,HRR25,direct_string,1,HRR25
HRT1,4932.YOL133W,4932,HRT1,HRT1,direct_string,1,HRT1
HSC82,4932.YMR186W,4932,HSC82,HSC82,direct_string,1,HSC82
HSE1,4932.YHL002W,4932,HSE1,HSE1,direct_string,1,HSE1
HSH155,4932.YMR288W,4932,HSH155,HSH155,direct_string,1,HSH155
HSH49,4932.YOR319W,4932,HSH49,HSH49,direct_string,1,HSH49
HSK3,4932.YKL138C-A,4932,HSK3,HSK3,direct_string,1,HSK3
HST1,4932.YOL068C,4932,HST1,HST1,direct_string,1,HST1
HTA1,4932.YDR225W,4932,HTA1,HTA1,direct_string,1,HTA1
HTA2,4932.YBL003C,4932,HTA2,HTA2,direct_string,1,HTA2
HTB1,4932.YDR224C,4932,HTB1,HTB1,direct_string,1,HTB1
HTB2,4932.YBL002W,4932,HTB2,HTB2,direct_string,1,HTB2
HTL1,4932.YCR020W-B,4932,HTL1,HTL1,direct_string,1,HTL1
HTZ1,4932.YOL012C,4932,HTZ1,HTZ1,direct_string,1,HTZ1
HYM1,4932.YKL189W,4932,HYM1,HYM1,direct_string,1,HYM1
IDH1,4932.YNL037C,4932,IDH1,IDH1,direct_string,1,IDH1
IDH2,4932.YOR136W,4932,IDH2,IDH2,direct_string,1,IDH2
IES1,4932.YFL013C,4932,IES1,IES1,direct_string,1,IES1
IES3,4932.YLR052W,4932,IES3,IES3,direct_string,1,IES3
IES4,4932.YOR189W,4932,IES4,IES4,direct_string,1,IES4
IFH1,4932.YLR223C,4932,IFH1,IFH1,direct_string,1,IFH1
IKI1,4932.YHR187W,4932,IKI1,IKI1,direct_string,1,IKI1
IKI3,4932.YLR384C,4932,IKI3,IKI3,direct_string,1,IKI3
ILV2,4932.YMR108W,4932,ILV2,ILV2,direct_string,1,ILV2
ILV6,4932.YCL009C,4932,ILV6,ILV6,direct_string,1,ILV6
IME1,4932.YJR094C,4932,IME1,IME1,direct_string,1,IME1
IMG1,4932.YCR046C,4932,IMG1,IMG1,direct_string,1,IMG1
IMG2,4932.YCR071C,4932,IMG2,IMG2,direct_string,1,IMG2
IMP1,4932.YMR150C,4932,IMP1,IMP1,direct_string,1,IMP1
IMP2,4932.YIL154C,4932,IMP2,IMP2,direct_string,1,IMP2
INH1,4932.YDL181W,4932,INH1,INH1,direct_string,1,INH1
INO2,4932.YDR123C,4932,INO2,INO2,direct_string,1,INO2
INO4,4932.YOL108C,4932,INO4,INO4,direct_string,1,INO4
INO80,4932.YGL150C,4932,INO80,INO80,direct_string,1,INO80
IOC2,4932.YLR095C,4932,IOC2,IOC2,direct_string,1,IOC2
IOC3,4932.YFR013W,4932,IOC3,IOC3,direct_string,1,IOC3
IOC4,4932.YMR044W,4932,IOC4,IOC4,direct_string,1,IOC4
IPI1,4932.YHR085W,4932,IPI1,IPI1,direct_string,1,IPI1
IPI3,4932.YNL182C,4932,IPI3,IPI3,direct_string,1,IPI3
IPL1,4932.YPL209C,4932,IPL1,IPL1,direct_string,1,IPL1
PPA1,4932.YBR011C,4932,IPP1,PPA1,direct_string,1,IPP1
IRR1,4932.YIL026C,4932,IRR1,IRR1,direct_string,1,IRR1
ISD11,4932.YER048W-A,4932,ISD11,ISD11,direct_string,1,ISD11
IST3,4932.YIR005W,4932,IST3,IST3,direct_string,1,IST3
ISW1,4932.YBR245C,4932,ISW1,ISW1,direct_string,1,ISW1
ISW2,4932.YOR304W,4932,ISW2,ISW2,direct_string,1,ISW2
ISY1,4932.YJR050W,4932,ISY1,ISY1,direct_string,1,ISY1
ITC1,4932.YGL133W,4932,ITC1,ITC1,direct_string,1,ITC1
JNM1,4932.YMR294W,4932,JNM1,JNM1,direct_string,1,JNM1
KAE1,4932.YKR038C,4932,KAE1,KAE1,direct_string,1,KAE1
KAR2,4932.YJL034W,4932,KAR2,KAR2,direct_string,1,KAR2
KEL1,4932.YHR158C,4932,KEL1,KEL1,direct_string,1,KEL1
KEL2,4932.YGR238C,4932,KEL2,KEL2,direct_string,1,KEL2
KGD1,4932.YIL125W,4932,KGD1,KGD1,direct_string,1,KGD1
KGD2,4932.YDR148C,4932,KGD2,KGD2,direct_string,1,KGD2
KIC1,4932.YHR102W,4932,KIC1,KIC1,direct_string,1,KIC1
KIN28,4932.YDL108W,4932,KIN28,KIN28,direct_string,1,KIN28
KOG1,4932.YHR186C,4932,KOG1,KOG1,direct_string,1,KOG1
KRE29,4932.YER038C,4932,KRE29,KRE29,direct_string,1,KRE29
LAT1,4932.YNL071W,4932,LAT1,LAT1,direct_string,1,LAT1
LCB1,4932.YMR296C,4932,LCB1,LCB1,direct_string,1,LCB1
LCB2,4932.YDR062W,4932,LCB2,LCB2,direct_string,1,LCB2
LDB7,4932.YBL006C,4932,LDB7,LDB7,direct_string,1,LDB7
LEA1,4932.YPL213W,4932,LEA1,LEA1,direct_string,1,LEA1
LEO1,4932.YOR123C,4932,LEO1,LEO1,direct_string,1,LEO1
LGE1,4932.YPL055C,4932,LGE1,LGE1,direct_string,1,LGE1
LIF1,4932.YGL090W,4932,LIF1,LIF1,direct_string,1,LIF1
LIN1,4932.YHR156C,4932,LIN1,LIN1,direct_string,1,LIN1
LPD1,4932.YFL018C,4932,LPD1,LPD1,direct_string,1,LPD1
LRP1,4932.YHR081W,4932,LRP1,LRP1,direct_string,1,LRP1
LRS4,4932.YDR439W,4932,LRS4,LRS4,direct_string,1,LRS4
LSC1,4932.YOR142W,4932,LSC1,LSC1,direct_string,1,LSC1
LSC2,4932.YGR244C,4932,LSC2,LSC2,direct_string,1,LSC2
LSM2,4932.YBL026W,4932,LSM2,LSM2,direct_string,1,LSM2
LSM3,4932.YLR438C-A,4932,LSM3,LSM3,direct_string,1,LSM3
LSM4,4932.YER112W,4932,LSM4,LSM4,direct_string,1,LSM4
LSM5,4932.YER146W,4932,LSM5,LSM5,direct_string,1,LSM5
LSM6,4932.YDR378C,4932,LSM6,LSM6,direct_string,1,LSM6
LSM7,4932.YNL147W,4932,LSM7,LSM7,direct_string,1,LSM7
LSM8,4932.YJR022W,4932,LSM8,LSM8,direct_string,1,LSM8
LSP1,4932.YPL004C,4932,LSP1,LSP1,direct_string,1,LSP1
LST8,4932.YNL006W,4932,LST8,LST8,direct_string,1,LST8
LTE1,4932.YAL024C,4932,LTE1,LTE1,direct_string,1,LTE1
LTV1,4932.YKL143W,4932,LTV1,LTV1,direct_string,1,LTV1
LUC7,4932.YDL087C,4932,LUC7,LUC7,direct_string,1,LUC7
MAD1,4932.YGL086W,4932,MAD1,MAD1,direct_string,1,MAD1
MAD2,4932.YJL030W,4932,MAD2,MAD2,direct_string,1,MAD2
MAD3,4932.YJL013C,4932,MAD3,MAD3,direct_string,1,MAD3
MAK10,4932.YEL053C,4932,MAK10,MAK10,direct_string,1,MAK10
MAK21,4932.YDR060W,4932,MAK21,MAK21,direct_string,1,MAK21
MAK3,4932.YPR051W,4932,MAK3,MAK3,direct_string,1,MAK3
MAK31,4932.YCR020C-A,4932,MAK31,MAK31,direct_string,1,MAK31
MAM1,4932.YER106W,4932,MAM1,MAM1,direct_string,1,MAM1
MAS1,4932.YLR163C,4932,MAS1,MAS1,direct_string,1,MAS1
MAS2,4932.YHR024C,4932,MAS2,MAS2,direct_string,1,MAS2
MBP1,4932.YDL056W,4932,MBP1,MBP1,direct_string,1,MBP1
MCD1,4932.YDL003W,4932,MCD1,MCD1,direct_string,1,MCD1
MCM1,4932.YMR043W,4932,MCM1,MCM1,direct_string,1,MCM1
MCM16,4932.YPR046W,4932,MCM16,MCM16,direct_string,1,MCM16
MCM2,4932.YBL023C,4932,MCM2,MCM2,direct_string,1,MCM2
MCM21,4932.YDR318W,4932,MCM21,MCM21,direct_string,1,MCM21
MCM22,4932.YJR135C,4932,MCM22,MCM22,direct_string,1,MCM22
MCM3,4932.YEL032W,4932,MCM3,MCM3,direct_string,1,MCM3
MCM4,4932.YPR019W,4932,MCM4,MCM4,direct_string,1,MCM4
MCM5,4932.YLR274W,4932,MCM5,MCM5,direct_string,1,MCM5
MCM6,4932.YGL201C,4932,MCM6,MCM6,direct_string,1,MCM6
MCM7,4932.YBR202W,4932,MCM7,MCM7,direct_string,1,MCM7
MDM10,4932.YAL010C,4932,MDM10,MDM10,direct_string,1,MDM10
MDM12,4932.YOL009C,4932,MDM12,MDM12,direct_string,1,MDM12
MDM20,4932.YOL076W,4932,MDM20,MDM20,direct_string,1,MDM20
MEC3,4932.YLR288C,4932,MEC3,MEC3,direct_string,1,MEC3
MED1,4932.YPR070W,4932,MED1,MED1,direct_string,1,MED1
MED11,4932.YMR112C,4932,MED11,MED11,direct_string,1,MED11
MED2,4932.YDL005C,4932,MED2,MED2,direct_string,1,MED2
MED4,4932.YOR174W,4932,MED4,MED4,direct_string,1,MED4
MED6,4932.YHR058C,4932,MED6,MED6,direct_string,1,MED6
MED7,4932.YOL135C,4932,MED7,MED7,direct_string,1,MED7
MED8,4932.YBR193C,4932,MED8,MED8,direct_string,1,MED8
MEH1,4932.YKR007W,4932,MEH1,MEH1,direct_string,1,MEH1
MEI5,4932.YPL121C,4932,MEI5,MEI5,direct_string,1,MEI5
MES1,4932.YGR264C,4932,MES1,MES1,direct_string,1,MES1
MET10,4932.YFR030W,4932,MET10,MET10,direct_string,1,MET10
MET28,4932.YIR017C,4932,MET28,MET28,direct_string,1,MET28
MET31,4932.YPL038W,4932,MET31,MET31,direct_string,1,MET31
MET32,4932.YDR253C,4932,MET32,MET32,direct_string,1,MET32
MET4,4932.YNL103W,4932,MET4,MET4,direct_string,1,MET4
MEX67,4932.YPL169C,4932,MEX67,MEX67,direct_string,1,MEX67
MFT1,4932.YML062C,4932,MFT1,MFT1,direct_string,1,MFT1
MGE1,4932.YOR232W,4932,MGE1,MGE1,direct_string,1,MGE1
MGM1,4932.YOR211C,4932,MGM1,MGM1,direct_string,1,MGM1
MGR1,4932.YCL044C,4932,MGR1,MGR1,direct_string,1,MGR1
MKS1,4932.YNL076W,4932,MKS1,MKS1,direct_string,1,MKS1
MKT1,4932.YNL085W,4932,MKT1,MKT1,direct_string,1,MKT1
MLH1,4932.YMR167W,4932,MLH1,MLH1,direct_string,1,MLH1
MLH2,4932.YLR035C,4932,MLH2,MLH2,direct_string,1,MLH2
MLH3,4932.YPL164C,4932,MLH3,MLH3,direct_string,1,MLH3
MMM1,4932.YLL006W,4932,MMM1,MMM1,direct_string,1,MMM1
MMS2,4932.YGL087C,4932,MMS2,MMS2,direct_string,1,MMS2
MMS21,4932.YEL019C,4932,MMS21,MMS21,direct_string,1,MMS21
MMS4,4932.YBR098W,4932,MMS4,MMS4,direct_string,1,MMS4
MND1,4932.YGL183C,4932,MND1,MND1,direct_string,1,MND1
MND2,4932.YIR025W,4932,MND2,MND2,direct_string,1,MND2
MNN10,4932.YDR245W,4932,MNN10,MNN10,direct_string,1,MNN10
MNN11,4932.YJL183W,4932,MNN11,MNN11,direct_string,1,MNN11
MNN9,4932.YPL050C,4932,MNN9,MNN9,direct_string,1,MNN9
MNP1,4932.YGL068W,4932,MNP1,MNP1,direct_string,1,MNP1
MOB1,4932.YIL106W,4932,MOB1,MOB1,direct_string,1,MOB1
MOB2,4932.YFL034C-B,4932,MOB2,MOB2,direct_string,1,MOB2
MON1,4932.YGL124C,4932,MON1,MON1,direct_string,1,MON1
MON2,4932.YNL297C,4932,MON2,MON2,direct_string,1,MON2
MOT1,4932.YPL082C,4932,MOT1,MOT1,direct_string,1,MOT1
MOT2,4932.YER068W,4932,MOT2,MOT2,direct_string,1,MOT2
MPE1,4932.YKL059C,4932,MPE1,MPE1,direct_string,1,MPE1
MPS2,4932.YGL075C,4932,MPS2,MPS2,direct_string,1,MPS2
MRC1,4932.YCL061C,4932,MRC1,MRC1,direct_string,1,MRC1
MRE11,4932.YMR224C,4932,MRE11,MRE11,direct_string,1,MRE11
MRP1,4932.YDR347W,4932,MRP1,MRP1,direct_string,1,MRP1
MRP10,4932.YDL045W-A,4932,MRP10,MRP10,direct_string,1,MRP10
MRP13,4932.YGR084C,4932,MRP13,MRP13,direct_string,1,MRP13
MRP17,4932.YKL003C,4932,MRP17,MRP17,direct_string,1,MRP17
MRP2,4932.YPR166C,4932,MRP2,MRP2,direct_string,1,MRP2
MRP20,4932.YDR405W,4932,MRP20,MRP20,direct_string,1,MRP20
MRP21,4932.YBL090W,4932,MRP21,MRP21,direct_string,1,MRP21
MRP4,4932.YHL004W,4932,MRP4,MRP4,direct_string,1,MRP4
MRP49,4932.YKL167C,4932,MRP49,MRP49,direct_string,1,MRP49
MRP51,4932.YPL118W,4932,MRP51,MRP51,direct_string,1,MRP51
MRP7,4932.YNL005C,4932,MRP7,MRP7,direct_string,1,MRP7
MRPL1,4932.YDR116C,4932,MRPL1,MRPL1,direct_string,1,MRPL1
MRPL10,4932.YNL284C,4932,MRPL10,MRPL10,direct_string,1,MRPL10
MRPL11,4932.YDL202W,4932,MRPL11,MRPL11,direct_string,1,MRPL11
MRPL13,4932.YKR006C,4932,MRPL13,MRPL13,direct_string,1,MRPL13
MRPL15,4932.YLR312W-A,4932,MRPL15,MRPL15,direct_string,1,MRPL15
MRPL16,4932.YBL038W,4932,MRPL16,MRPL16,direct_string,1,MRPL16
MRPL17,4932.YNL252C,4932,MRPL17,MRPL17,direct_string,1,MRPL17
MRPL19,4932.YNL185C,4932,MRPL19,MRPL19,direct_string,1,MRPL19
MRPL20,4932.YKR085C,4932,MRPL20,MRPL20,direct_string,1,MRPL20
MRPL22,4932.YNL177C,4932,MRPL22,MRPL22,direct_string,1,MRPL22
MRPL23,4932.YOR150W,4932,MRPL23,MRPL23,direct_string,1,MRPL23
MRPL24,4932.YMR193W,4932,MRPL24,MRPL24,direct_string,1,MRPL24
MRPL25,4932.YGR076C,4932,MRPL25,MRPL25,direct_string,1,MRPL25
MRPL27,4932.YBR282W,4932,MRPL27,MRPL27,direct_string,1,MRPL27
MRPL28,4932.YDR462W,4932,MRPL28,MRPL28,direct_string,1,MRPL28
MRPL3,4932.YMR024W,4932,MRPL3,MRPL3,direct_string,1,MRPL3
MRPL31,4932.YKL138C,4932,MRPL31,MRPL31,direct_string,1,MRPL31
MRPL32,4932.YCR003W,4932,MRPL32,MRPL32,direct_string,1,MRPL32
MRPL33,4932.YMR286W,4932,MRPL33,MRPL33,direct_string,1,MRPL33
MRPL35,4932.YDR322W,4932,MRPL35,MRPL35,direct_string,1,MRPL35
MRPL36,4932.YBR122C,4932,MRPL36,MRPL36,direct_string,1,MRPL36
MRPL37,4932.YBR268W,4932,MRPL37,MRPL37,direct_string,1,MRPL37
MRPL38,4932.YKL170W,4932,MRPL38,MRPL38,direct_string,1,MRPL38
MRPL39,4932.YML009C,4932,MRPL39,MRPL39,direct_string,1,MRPL39
MRPL4,4932.YLR439W,4932,MRPL4,MRPL4,direct_string,1,MRPL4
MRPL40,4932.YPL173W,4932,MRPL40,MRPL40,direct_string,1,MRPL40
MRPL44,4932.YMR225C,4932,MRPL44,MRPL44,direct_string,1,MRPL44
MRPL49,4932.YJL096W,4932,MRPL49,MRPL49,direct_string,1,MRPL49
MRPL50,4932.YNR022C,4932,MRPL50,MRPL50,direct_string,1,MRPL50
MRPL51,4932.YPR100W,4932,MRPL51,MRPL51,direct_string,1,MRPL51
MRPL6,4932.YHR147C,4932,MRPL6,MRPL6,direct_string,1,MRPL6
MRPL7,4932.YDR237W,4932,MRPL7,MRPL7,direct_string,1,MRPL7
MRPL8,4932.YJL063C,4932,MRPL8,MRPL8,direct_string,1,MRPL8
MRPL9,4932.YGR220C,4932,MRPL9,MRPL9,direct_string,1,MRPL9
MRPS16,4932.YPL013C,4932,MRPS16,MRPS16,direct_string,1,MRPS16
MRPS17,4932.YMR188C,4932,MRPS17,MRPS17,direct_string,1,MRPS17
MRPS18,4932.YNL306W,4932,MRPS18,MRPS18,direct_string,1,MRPS18
MRPS28,4932.YDR337W,4932,MRPS28,MRPS28,direct_string,1,MRPS28
MRPS35,4932.YGR165W,4932,MRPS35,MRPS35,direct_string,1,MRPS35
MRPS5,4932.YBR251W,4932,MRPS5,MRPS5,direct_string,1,MRPS5
MRPS8,4932.YMR158W,4932,MRPS8,MRPS8,direct_string,1,MRPS8
MRPS9,4932.YBR146W,4932,MRPS9,MRPS9,direct_string,1,MRPS9
MRS1,4932.YIR021W,4932,MRS1,MRS1,direct_string,1,MRS1
YDR115W,4932.YDR115W,4932,MRX14,YDR115W,direct_string,1,MRX14
MSH2,4932.YOL090W,4932,MSH2,MSH2,direct_string,1,MSH2
MSH3,4932.YCR092C,4932,MSH3,MSH3,direct_string,1,MSH3
MSH6,4932.YDR097C,4932,MSH6,MSH6,direct_string,1,MSH6
MSI1,4932.YBR195C,4932,MSI1,MSI1,direct_string,1,MSI1
MSL1,4932.YIR009W,4932,MSL1,MSL1,direct_string,1,MSL1
MSL5,4932.YLR116W,4932,MSL5,MSL5,direct_string,1,MSL5
MSS1,4932.YMR023C,4932,MSS1,MSS1,direct_string,1,MSS1
MSS51,4932.YLR203C,4932,MSS51,MSS51,direct_string,1,MSS51
MST27,4932.YGL051W,4932,MST27,MST27,direct_string,1,MST27
MST28,4932.YAR033W,4932,MST28,MST28,direct_string,1,MST28
MTO1,4932.YGL236C,4932,MTO1,MTO1,direct_string,1,MTO1
MTR2,4932.YKL186C,4932,MTR2,MTR2,direct_string,1,MTR2
MTR3,4932.YGR158C,4932,MTR3,MTR3,direct_string,1,MTR3
MTR4,4932.YJL050W,4932,MTR4,MTR4,direct_string,1,MTR4
MTW1,4932.YAL034W-A,4932,MTW1,MTW1,direct_string,1,MTW1
MUD1,4932.YBR119W,4932,MUD1,MUD1,direct_string,1,MUD1
MUD2,4932.YKL074C,4932,MUD2,MUD2,direct_string,1,MUD2
MUS81,4932.YDR386W,4932,MUS81,MUS81,direct_string,1,MUS81
MVB12,4932.YGR206W,4932,MVB12,MVB12,direct_string,1,MVB12
NAF1,4932.YNL124W,4932,NAF1,NAF1,direct_string,1,NAF1
NAM2,4932.YLR382C,4932,NAM2,NAM2,direct_string,1,NAM2
NAM7,4932.YMR080C,4932,NAM7,NAM7,direct_string,1,NAM7
NAM8,4932.YHR086W,4932,NAM8,NAM8,direct_string,1,NAM8
NAM9,4932.YNL137C,4932,NAM9,NAM9,direct_string,1,NAM9
NAN1,4932.YPL126W,4932,NAN1,NAN1,direct_string,1,NAN1
NAS6,4932.YGR232W,4932,NAS6,NAS6,direct_string,1,NAS6
NAT1,4932.YDL040C,4932,NAT1,NAT1,direct_string,1,NAT1
NAT3,4932.YPR131C,4932,NAT3,NAT3,direct_string,1,NAT3
NAT5,4932.YOR253W,4932,NAT5,NAT5,direct_string,1,NAT5
NBP1,4932.YLR457C,4932,NBP1,NBP1,direct_string,1,NBP1
NCB2,4932.YDR397C,4932,NCB2,NCB2,direct_string,1,NCB2
TID3,4932.YIL144W,4932,NDC80,TID3,direct_string,1,NDC80
NEM1,4932.YHR004C,4932,NEM1,NEM1,direct_string,1,NEM1
NET1,4932.YJL076W,4932,NET1,NET1,direct_string,1,NET1
NFS1,4932.YCL017C,4932,NFS1,NFS1,direct_string,1,NFS1
NGG1,4932.YDR176W,4932,NGG1,NGG1,direct_string,1,NGG1
NHP10,4932.YDL002C,4932,NHP10,NHP10,direct_string,1,NHP10
NIC96,4932.YFR002W,4932,NIC96,NIC96,direct_string,1,NIC96
NIP1,4932.YMR309C,4932,NIP1,NIP1,direct_string,1,NIP1
NIP100,4932.YPL174C,4932,NIP100,NIP100,direct_string,1,NIP100
NMD2,4932.YHR077C,4932,NMD2,NMD2,direct_string,1,NMD2
NNF1,4932.YJR112W,4932,NNF1,NNF1,direct_string,1,NNF1
NOC2,4932.YOR206W,4932,NOC2,NOC2,direct_string,1,NOC2
NOC3,4932.YLR002C,4932,NOC3,NOC3,direct_string,1,NOC3
NOC4,4932.YPR144C,4932,NOC4,NOC4,direct_string,1,NOC4
NOP1,4932.YDL014W,4932,NOP1,NOP1,direct_string,1,NOP1
NOP14,4932.YDL148C,4932,NOP14,NOP14,direct_string,1,NOP14
SIK1,4932.YLR197W,4932,NOP56,SIK1,direct_string,1,NOP56
NOP58,4932.YOR310C,4932,NOP58,NOP58,direct_string,1,NOP58
NOP8,4932.YOL144W,4932,NOP8,NOP8,direct_string,1,NOP8
NOT3,4932.YIL038C,4932,NOT3,NOT3,direct_string,1,NOT3
NOT5,4932.YPR072W,4932,NOT5,NOT5,direct_string,1,NOT5
NPL4,4932.YBR170C,4932,NPL4,NPL4,direct_string,1,NPL4
NPL6,4932.YMR091C,4932,NPL6,NPL6,direct_string,1,NPL6
NSE1,4932.YLR007W,4932,NSE1,NSE1,direct_string,1,NSE1
NSE3,4932.YDR288W,4932,NSE3,NSE3,direct_string,1,NSE3
NSE4,4932.YDL105W,4932,NSE4,NSE4,direct_string,1,NSE4
NSE5,4932.YML023C,4932,NSE5,NSE5,direct_string,1,NSE5
NSL1,4932.YPL233W,4932,NSL1,NSL1,direct_string,1,NSL1
NSP1,4932.YJL041W,4932,NSP1,NSP1,direct_string,1,NSP1
NTC20,4932.YBR188C,4932,NTC20,NTC20,direct_string,1,NTC20
NTO1,4932.YPR031W,4932,NTO1,NTO1,direct_string,1,NTO1
NTR2,4932.YKR022C,4932,NTR2,NTR2,direct_string,1,NTR2
NUD1,4932.YOR373W,4932,NUD1,NUD1,direct_string,1,NUD1
NUF2,4932.YOL069W,4932,NUF2,NUF2,direct_string,1,NUF2
NUP120,4932.YKL057C,4932,NUP120,NUP120,direct_string,1,NUP120
NUP145,4932.YGL092W,4932,NUP145,NUP145,direct_string,1,NUP145
