queryItem,stringId,ncbiTaxonId,preferredName,resolvedQuery,mappingSource,mappingPriority,node_label
RPS0B,4932.YLR048W,4932,RPS0B,RPS0B,direct_string,1,RPS0B
RPS10A,4932.YOR293W,4932,RPS10A,RPS10A,direct_string,1,RPS10A
RPS10B,4932.YMR230W,4932,RPS10B,RPS10B,direct_string,1,RPS10B
RPS11A,4932.YDR025W,4932,RPS11A,RPS11A,direct_string,1,RPS11A
RPS11B,4932.YBR048W,4932,RPS11B,RPS11B,direct_string,1,RPS11B
RPS12,4932.YOR369C,4932,RPS12,RPS12,direct_string,1,RPS12
RPS13,4932.YDR064W,4932,RPS13,RPS13,direct_string,1,RPS13
RPS14A,4932.YCR031C,4932,RPS14A,RPS14A,direct_string,1,RPS14A
RPS14B,4932.YJL191W,4932,RPS14B,RPS14B,direct_string,1,RPS14B
RPS15,4932.YOL040C,4932,RPS15,RPS15,direct_string,1,RPS15
RPS16A,4932.YMR143W,4932,RPS16A,RPS16A,direct_string,1,RPS16A
RPS16B,4932.YDL083C,4932,RPS16B,RPS16B,direct_string,1,RPS16B
RPS17A,4932.YML024W,4932,RPS17A,RPS17A,direct_string,1,RPS17A
RPS17B,4932.YDR447C,4932,RPS17B,RPS17B,direct_string,1,RPS17B
RPS18A,4932.YDR450W,4932,RPS18A,RPS18A,direct_string,1,RPS18A
RPS18B,4932.YML026C,4932,RPS18B,RPS18B,direct_string,1,RPS18B
RPS19A,4932.YOL121C,4932,RPS19A,RPS19A,direct_string,1,RPS19A
RPS19B,4932.YNL302C,4932,RPS19B,RPS19B,direct_string,1,RPS19B
RPS1A,4932.YLR441C,4932,RPS1A,RPS1A,direct_string,1,RPS1A
RPS1B,4932.YML063W,4932,RPS1B,RPS1B,direct_string,1,RPS1B
RPS2,4932.YGL123W,4932,RPS2,RPS2,direct_string,1,RPS2
RPS20,4932.YHL015W,4932,RPS20,RPS20,direct_string,1,RPS20
RPS21A,4932.YKR057W,4932,RPS21A,RPS21A,direct_string,1,RPS21A
RPS21B,4932.YJL136C,4932,RPS21B,RPS21B,direct_string,1,RPS21B
RPS22A,4932.YJL190C,4932,RPS22A,RPS22A,direct_string,1,RPS22A
RPS22B,4932.YLR367W,4932,RPS22B,RPS22B,direct_string,1,RPS22B
RPS23A,4932.YGR118W,4932,RPS23A,RPS23A,direct_string,1,RPS23A
RPS23B,4932.YPR132W,4932,RPS23B,RPS23B,direct_string,1,RPS23B
RPS24A,4932.YER074W,4932,RPS24A,RPS24A,direct_string,1,RPS24A
RPS24B,4932.YIL069C,4932,RPS24B,RPS24B,direct_string,1,RPS24B
RPS25A,4932.YGR027C,4932,RPS25A,RPS25A,direct_string,1,RPS25A
RPS25B,4932.YLR333C,4932,RPS25B,RPS25B,direct_string,1,RPS25B
RPS26A,4932.YGL189C,4932,RPS26A,RPS26A,direct_string,1,RPS26A
RPS26B,4932.YER131W,4932,RPS26B,RPS26B,direct_string,1,RPS26B
RPS27A,4932.YKL156W,4932,RPS27A,RPS27A,direct_string,1,RPS27A
RPS27B,4932.YHR021C,4932,RPS27B,RPS27B,direct_string,1,RPS27B
RPS28A,4932.YOR167C,4932,RPS28A,RPS28A,direct_string,1,RPS28A
RPS28B,4932.YLR264W,4932,RPS28B,RPS28B,direct_string,1,RPS28B
RPS29A,4932.YLR388W,4932,RPS29A,RPS29A,direct_string,1,RPS29A
RPS29B,4932.YDL061C,4932,RPS29B,RPS29B,direct_string,1,RPS29B
RPS3,4932.YNL178W,4932,RPS3,RPS3,direct_string,1,RPS3
RPS30A,4932.YLR287C-A,4932,RPS30A,RPS30A,direct_string,1,RPS30A
RPS30B,4932.YOR182C,4932,RPS30B,RPS30B,direct_string,1,RPS30B
RPS31,4932.YLR167W,4932,RPS31,RPS31,direct_string,1,RPS31
RPS4A,4932.YJR145C,4932,RPS4A,RPS4A,direct_string,1,RPS4A
RPS4B,4932.YHR203C,4932,RPS4B,RPS4B,direct_string,1,RPS4B
RPS5,4932.YJR123W,4932,RPS5,RPS5,direct_string,1,RPS5
RPS6A,4932.YPL090C,4932,RPS6A,RPS6A,direct_string,1,RPS6A
RPS6B,4932.YBR181C,4932,RPS6B,RPS6B,direct_string,1,RPS6B
RPS7A,4932.YOR096W,4932,RPS7A,RPS7A,direct_string,1,RPS7A
RPS7B,4932.YNL096C,4932,RPS7B,RPS7B,direct_string,1,RPS7B
RPS8A,4932.YBL072C,4932,RPS8A,RPS8A,direct_string,1,RPS8A
RPS8B,4932.YER102W,4932,RPS8B,RPS8B,direct_string,1,RPS8B
RPS9A,4932.YPL081W,4932,RPS9A,RPS9A,direct_string,1,RPS9A
RPS9B,4932.YBR189W,4932,RPS9B,RPS9B,direct_string,1,RPS9B
RPT1,4932.YKL145W,4932,RPT1,RPT1,direct_string,1,RPT1
RPT2,4932.YDL007W,4932,RPT2,RPT2,direct_string,1,RPT2
RPT3,4932.YDR394W,4932,RPT3,RPT3,direct_string,1,RPT3
RPT4,4932.YOR259C,4932,RPT4,RPT4,direct_string,1,RPT4
RPT5,4932.YOR117W,4932,RPT5,RPT5,direct_string,1,RPT5
RPT6,4932.YGL048C,4932,RPT6,RPT6,direct_string,1,RPT6
RRD1,4932.YIL153W,4932,RRD1,RRD1,direct_string,1,RRD1
RRD2,4932.YPL152W,4932,RRD2,RRD2,direct_string,1,RRD2
RRI1,4932.YDL216C,4932,RRI1,RRI1,direct_string,1,RRI1
RRI2,4932.YOL117W,4932,RRI2,RRI2,direct_string,1,RRI2
RRN10,4932.YBL025W,4932,RRN10,RRN10,direct_string,1,RRN10
RRN11,4932.YML043C,4932,RRN11,RRN11,direct_string,1,RRN11
RRN5,4932.YLR141W,4932,RRN5,RRN5,direct_string,1,RRN5
RRN6,4932.YBL014C,4932,RRN6,RRN6,direct_string,1,RRN6
RRN7,4932.YJL025W,4932,RRN7,RRN7,direct_string,1,RRN7
RRN9,4932.YMR270C,4932,RRN9,RRN9,direct_string,1,RRN9
RRP4,4932.YHR069C,4932,RRP4,RRP4,direct_string,1,RRP4
RRP40,4932.YOL142W,4932,RRP40,RRP40,direct_string,1,RRP40
RRP42,4932.YDL111C,4932,RRP42,RRP42,direct_string,1,RRP42
RRP43,4932.YCR035C,4932,RRP43,RRP43,direct_string,1,RRP43
RRP45,4932.YDR280W,4932,RRP45,RRP45,direct_string,1,RRP45
RRP46,4932.YGR095C,4932,RRP46,RRP46,direct_string,1,RRP46
RRP6,4932.YOR001W,4932,RRP6,RRP6,direct_string,1,RRP6
RRP7,4932.YCL031C,4932,RRP7,RRP7,direct_string,1,RRP7
RSA3,4932.YLR221C,4932,RSA3,RSA3,direct_string,1,RSA3
RSC1,4932.YGR056W,4932,RSC1,RSC1,direct_string,1,RSC1
RSC2,4932.YLR357W,4932,RSC2,RSC2,direct_string,1,RSC2
RSC3,4932.YDR303C,4932,RSC3,RSC3,direct_string,1,RSC3
RSC30,4932.YHR056C,4932,RSC30,RSC30,direct_string,1,RSC30
RSC4,4932.YKR008W,4932,RSC4,RSC4,direct_string,1,RSC4
RSC58,4932.YLR033W,4932,RSC58,RSC58,direct_string,1,RSC58
RSC6,4932.YCR052W,4932,RSC6,RSC6,direct_string,1,RSC6
RSC8,4932.YFR037C,4932,RSC8,RSC8,direct_string,1,RSC8
RSC9,4932.YML127W,4932,RSC9,RSC9,direct_string,1,RSC9
RSE1,4932.YML049C,4932,RSE1,RSE1,direct_string,1,RSE1
RSM10,4932.YDR041W,4932,RSM10,RSM10,direct_string,1,RSM10
RSM18,4932.YER050C,4932,RSM18,RSM18,direct_string,1,RSM18
RSM19,4932.YNR037C,4932,RSM19,RSM19,direct_string,1,RSM19
RSM22,4932.YKL155C,4932,RSM22,RSM22,direct_string,1,RSM22
RSM23,4932.YGL129C,4932,RSM23,RSM23,direct_string,1,RSM23
RSM24,4932.YDR175C,4932,RSM24,RSM24,direct_string,1,RSM24
RSM25,4932.YIL093C,4932,RSM25,RSM25,direct_string,1,RSM25
RSM26,4932.YJR101W,4932,RSM26,RSM26,direct_string,1,RSM26
RSM27,4932.YGR215W,4932,RSM27,RSM27,direct_string,1,RSM27
RSM7,4932.YJR113C,4932,RSM7,RSM7,direct_string,1,RSM7
RSP5,4932.YER125W,4932,RSP5,RSP5,direct_string,1,RSP5
YPL183W-A,4932.YPL183W-A,4932,RTC6,YPL183W-A,direct_string,1,RTC6
RTF1,4932.YGL244W,4932,RTF1,RTF1,direct_string,1,RTF1
RTG1,4932.YOL067C,4932,RTG1,RTG1,direct_string,1,RTG1
RTG2,4932.YGL252C,4932,RTG2,RTG2,direct_string,1,RTG2
RTG3,4932.YBL103C,4932,RTG3,RTG3,direct_string,1,RTG3
RTS1,4932.YOR014W,4932,RTS1,RTS1,direct_string,1,RTS1
RTT102,4932.YGR275W,4932,RTT102,RTT102,direct_string,1,RTT102
RTT103,4932.YDR289C,4932,RTT103,RTT103,direct_string,1,RTT103
RTT109,4932.YLL002W,4932,RTT109,RTT109,direct_string,1,RTT109
RVB1,4932.YDR190C,4932,RVB1,RVB1,direct_string,1,RVB1
RVB2,4932.YPL235W,4932,RVB2,RVB2,direct_string,1,RVB2
RVS161,4932.YCR009C,4932,RVS161,RVS161,direct_string,1,RVS161
RVS167,4932.YDR388W,4932,RVS167,RVS167,direct_string,1,RVS167
RXT2,4932.YBR095C,4932,RXT2,RXT2,direct_string,1,RXT2
RXT3,4932.YDL076C,4932,RXT3,RXT3,direct_string,1,RXT3
SAC3,4932.YDR159W,4932,SAC3,SAC3,direct_string,1,SAC3
SAE3,4932.YHR079C-A,4932,SAE3,SAE3,direct_string,1,SAE3
SAM35,4932.YHR083W,4932,SAM35,SAM35,direct_string,1,SAM35
SAM37,4932.YMR060C,4932,SAM37,SAM37,direct_string,1,SAM37
SAM50,4932.YNL026W,4932,SAM50,SAM50,direct_string,1,SAM50
SAP155,4932.YFR040W,4932,SAP155,SAP155,direct_string,1,SAP155
SAP185,4932.YJL098W,4932,SAP185,SAP185,direct_string,1,SAP185
SAP190,4932.YKR028W,4932,SAP190,SAP190,direct_string,1,SAP190
SAP30,4932.YMR263W,4932,SAP30,SAP30,direct_string,1,SAP30
SAR1,4932.YPL218W,4932,SAR1,SAR1,direct_string,1,SAR1
SAS2,4932.YMR127C,4932,SAS2,SAS2,direct_string,1,SAS2
SAS3,4932.YBL052C,4932,SAS3,SAS3,direct_string,1,SAS3
SAS4,4932.YDR181C,4932,SAS4,SAS4,direct_string,1,SAS4
SAS5,4932.YOR213C,4932,SAS5,SAS5,direct_string,1,SAS5
SBH1,4932.YER087C-B,4932,SBH1,SBH1,direct_string,1,SBH1
SBH2,4932.YER019C-A,4932,SBH2,SBH2,direct_string,1,SBH2
SCC2,4932.YDR180W,4932,SCC2,SCC2,direct_string,1,SCC2
SCC4,4932.YER147C,4932,SCC4,SCC4,direct_string,1,SCC4
SCL1,4932.YGL011C,4932,SCL1,SCL1,direct_string,1,SCL1
SDC1,4932.YDR469W,4932,SDC1,SDC1,direct_string,1,SDC1
SDH1,4932.YKL148C,4932,SDH1,SDH1,direct_string,1,SDH1
SDH2,4932.YLL041C,4932,SDH2,SDH2,direct_string,1,SDH2
SDH3,4932.YKL141W,4932,SDH3,SDH3,direct_string,1,SDH3
SDH4,4932.YDR178W,4932,SDH4,SDH4,direct_string,1,SDH4
SDS22,4932.YKL193C,4932,SDS22,SDS22,direct_string,1,SDS22
SDS3,4932.YIL084C,4932,SDS3,SDS3,direct_string,1,SDS3
SEC10,4932.YLR166C,4932,SEC10,SEC10,direct_string,1,SEC10
SEC11,4932.YIR022W,4932,SEC11,SEC11,direct_string,1,SEC11
SEC13,4932.YLR208W,4932,SEC13,SEC13,direct_string,1,SEC13
SEC15,4932.YGL233W,4932,SEC15,SEC15,direct_string,1,SEC15
SEC16,4932.YPL085W,4932,SEC16,SEC16,direct_string,1,SEC16
SEC20,4932.YDR498C,4932,SEC20,SEC20,direct_string,1,SEC20
SEC21,4932.YNL287W,4932,SEC21,SEC21,direct_string,1,SEC21
SEC23,4932.YPR181C,4932,SEC23,SEC23,direct_string,1,SEC23
SEC24,4932.YIL109C,4932,SEC24,SEC24,direct_string,1,SEC24
SEC26,4932.YDR238C,4932,SEC26,SEC26,direct_string,1,SEC26
SEC27,4932.YGL137W,4932,SEC27,SEC27,direct_string,1,SEC27
SEC28,4932.YIL076W,4932,SEC28,SEC28,direct_string,1,SEC28
SEC3,4932.YER008C,4932,SEC3,SEC3,direct_string,1,SEC3
SEC31,4932.YDL195W,4932,SEC31,SEC31,direct_string,1,SEC31
SEC39,4932.YLR440C,4932,SEC39,SEC39,direct_string,1,SEC39
SEC4,4932.YFL005W,4932,SEC4,SEC4,direct_string,1,SEC4
SEC5,4932.YDR166C,4932,SEC5,SEC5,direct_string,1,SEC5
SEC6,4932.YIL068C,4932,SEC6,SEC6,direct_string,1,SEC6
SEC61,4932.YLR378C,4932,SEC61,SEC61,direct_string,1,SEC61
SEC62,4932.YPL094C,4932,SEC62,SEC62,direct_string,1,SEC62
SEC63,4932.YOR254C,4932,SEC63,SEC63,direct_string,1,SEC63
SEC65,4932.YML105C,4932,SEC65,SEC65,direct_string,1,SEC65
SEC66,4932.YBR171W,4932,SEC66,SEC66,direct_string,1,SEC66
SEC72,4932.YLR292C,4932,SEC72,SEC72,direct_string,1,SEC72
SEC8,4932.YPR055W,4932,SEC8,SEC8,direct_string,1,SEC8
SEC9,4932.YGR009C,4932,SEC9,SEC9,direct_string,1,SEC9
SEH1,4932.YGL100W,4932,SEH1,SEH1,direct_string,1,SEH1
SEM1,4932.YDR363W-A,4932,SEM1,SEM1,direct_string,1,SEM1
SEN15,4932.YMR059W,4932,SEN15,SEN15,direct_string,1,SEN15
SEN2,4932.YLR105C,4932,SEN2,SEN2,direct_string,1,SEN2
SEN34,4932.YAR008W,4932,SEN34,SEN34,direct_string,1,SEN34
SEN54,4932.YPL083C,4932,SEN54,SEN54,direct_string,1,SEN54
SET1,4932.YHR119W,4932,SET1,SET1,direct_string,1,SET1
SET3,4932.YKR029C,4932,SET3,SET3,direct_string,1,SET3
SFB3,4932.YHR098C,4932,SFB3,SFB3,direct_string,1,SFB3
SFH1,4932.YLR321C,4932,SFH1,SFH1,direct_string,1,SFH1
SGF11,4932.YPL047W,4932,SGF11,SGF11,direct_string,1,SGF11
SGF29,4932.YCL010C,4932,SGF29,SGF29,direct_string,1,SGF29
SGF73,4932.YGL066W,4932,SGF73,SGF73,direct_string,1,SGF73
SGS1,4932.YMR190C,4932,SGS1,SGS1,direct_string,1,SGS1
SGT1,4932.YOR057W,4932,SGT1,SGT1,direct_string,1,SGT1
SGV1,4932.YPR161C,4932,SGV1,SGV1,direct_string,1,SGV1
SHG1,4932.YBR258C,4932,SHG1,SHG1,direct_string,1,SHG1
SHQ1,4932.YIL104C,4932,SHQ1,SHQ1,direct_string,1,SHQ1
SHR5,4932.YOL110W,4932,SHR5,SHR5,direct_string,1,SHR5
SIF2,4932.YBR103W,4932,SIF2,SIF2,direct_string,1,SIF2
SIN3,4932.YOL004W,4932,SIN3,SIN3,direct_string,1,SIN3
SIN4,4932.YNL236W,4932,SIN4,SIN4,direct_string,1,SIN4
SIP1,4932.YDR422C,4932,SIP1,SIP1,direct_string,1,SIP1
SIP2,4932.YGL208W,4932,SIP2,SIP2,direct_string,1,SIP2
SIR2,4932.YDL042C,4932,SIR2,SIR2,direct_string,1,SIR2
SIR3,4932.YLR442C,4932,SIR3,SIR3,direct_string,1,SIR3
SIR4,4932.YDR227W,4932,SIR4,SIR4,direct_string,1,SIR4
SIT4,4932.YDL047W,4932,SIT4,SIT4,direct_string,1,SIT4
SIW14,4932.YNL032W,4932,SIW14,SIW14,direct_string,1,SIW14
SKI2,4932.YLR398C,4932,SKI2,SKI2,direct_string,1,SKI2
SKI3,4932.YPR189W,4932,SKI3,SKI3,direct_string,1,SKI3
SKI6,4932.YGR195W,4932,SKI6,SKI6,direct_string,1,SKI6
SKI8,4932.YGL213C,4932,SKI8,SKI8,direct_string,1,SKI8
SKO1,4932.YNL167C,4932,SKO1,SKO1,direct_string,1,SKO1
SKP1,4932.YDR328C,4932,SKP1,SKP1,direct_string,1,SKP1
SLA1,4932.YBL007C,4932,SLA1,SLA1,direct_string,1,SLA1
SLD2,4932.YKL108W,4932,SLD2,SLD2,direct_string,1,SLD2
SLD5,4932.YDR489W,4932,SLD5,SLD5,direct_string,1,SLD5
SLI15,4932.YBR156C,4932,SLI15,SLI15,direct_string,1,SLI15
SLM1,4932.YIL105C,4932,SLM1,SLM1,direct_string,1,SLM1
SLM2,4932.YNL047C,4932,SLM2,SLM2,direct_string,1,SLM2
SLM4,4932.YBR077C,4932,SLM4,SLM4,direct_string,1,SLM4
SLX1,4932.YBR228W,4932,SLX1,SLX1,direct_string,1,SLX1
SLX4,4932.YLR135W,4932,SLX4,SLX4,direct_string,1,SLX4
SLX5,4932.YDL013W,4932,SLX5,SLX5,direct_string,1,SLX5
SLX8,4932.YER116C,4932,SLX8,SLX8,direct_string,1,SLX8
SMB1,4932.YER029C,4932,SMB1,SMB1,direct_string,1,SMB1
SMC1,4932.YFL008W,4932,SMC1,SMC1,direct_string,1,SMC1
SMC2,4932.YFR031C,4932,SMC2,SMC2,direct_string,1,SMC2
SMC3,4932.YJL074C,4932,SMC3,SMC3,direct_string,1,SMC3
SMC4,4932.YLR086W,4932,SMC4,SMC4,direct_string,1,SMC4
SMC5,4932.YOL034W,4932,SMC5,SMC5,direct_string,1,SMC5
SMC6,4932.YLR383W,4932,SMC6,SMC6,direct_string,1,SMC6
SMD1,4932.YGR074W,4932,SMD1,SMD1,direct_string,1,SMD1
SMD2,4932.YLR275W,4932,SMD2,SMD2,direct_string,1,SMD2
SMD3,4932.YLR147C,4932,SMD3,SMD3,direct_string,1,SMD3
SME1,4932.YOR159C,4932,SME1,SME1,direct_string,1,SME1
SMK1,4932.YPR054W,4932,SMK1,SMK1,direct_string,1,SMK1
SMX2,4932.YFL017W-A,4932,SMX2,SMX2,direct_string,1,SMX2
SMX3,4932.YPR182W,4932,SMX3,SMX3,direct_string,1,SMX3
SNC1,4932.YAL030W,4932,SNC1,SNC1,direct_string,1,SNC1
SNF1,4932.YDR477W,4932,SNF1,SNF1,direct_string,1,SNF1
SNF11,4932.YDR073W,4932,SNF11,SNF11,direct_string,1,SNF11
SNF12,4932.YNR023W,4932,SNF12,SNF12,direct_string,1,SNF12
SNF2,4932.YOR290C,4932,SNF2,SNF2,direct_string,1,SNF2
SNF4,4932.YGL115W,4932,SNF4,SNF4,direct_string,1,SNF4
SNF5,4932.YBR289W,4932,SNF5,SNF5,direct_string,1,SNF5
SNF6,4932.YHL025W,4932,SNF6,SNF6,direct_string,1,SNF6
SNF7,4932.YLR025W,4932,SNF7,SNF7,direct_string,1,SNF7
SNF8,4932.YPL002C,4932,SNF8,SNF8,direct_string,1,SNF8
SNM1,4932.YDR478W,4932,SNM1,SNM1,direct_string,1,SNM1
SNO1,4932.YMR095C,4932,SNO1,SNO1,direct_string,1,SNO1
SNP1,4932.YIL061C,4932,SNP1,SNP1,direct_string,1,SNP1
SNT1,4932.YCR033W,4932,SNT1,SNT1,direct_string,1,SNT1
SNT309,4932.YPR101W,4932,SNT309,SNT309,direct_string,1,SNT309
SNU114,4932.YKL173W,4932,SNU114,SNU114,direct_string,1,SNU114
SNU13,4932.YEL026W,4932,SNU13,SNU13,direct_string,1,SNU13
SNU23,4932.YDL098C,4932,SNU23,SNU23,direct_string,1,SNU23
SNU56,4932.YDR240C,4932,SNU56,SNU56,direct_string,1,SNU56
SNU66,4932.YOR308C,4932,SNU66,SNU66,direct_string,1,SNU66
SNU71,4932.YGR013W,4932,SNU71,SNU71,direct_string,1,SNU71
SNX4,4932.YJL036W,4932,SNX4,SNX4,direct_string,1,SNX4
SNX41,4932.YDR425W,4932,SNX41,SNX41,direct_string,1,SNX41
SNZ1,4932.YMR096W,4932,SNZ1,SNZ1,direct_string,1,SNZ1
SOD1,4932.YJR104C,4932,SOD1,SOD1,direct_string,1,SOD1
SOG2,4932.YOR353C,4932,SOG2,SOG2,direct_string,1,SOG2
SOH1,4932.YGL127C,4932,SOH1,SOH1,direct_string,1,SOH1
SOM1,4932.YEL059C-A,4932,SOM1,SOM1,direct_string,1,SOM1
SPA2,4932.YLL021W,4932,SPA2,SPA2,direct_string,1,SPA2
SPC1,4932.YJR010C-A,4932,SPC1,SPC1,direct_string,1,SPC1
SPC110,4932.YDR356W,4932,SPC110,SPC110,direct_string,1,SPC110
SPC19,4932.YDR201W,4932,SPC19,SPC19,direct_string,1,SPC19
SPC2,4932.YML055W,4932,SPC2,SPC2,direct_string,1,SPC2
SPC24,4932.YMR117C,4932,SPC24,SPC24,direct_string,1,SPC24
SPC25,4932.YER018C,4932,SPC25,SPC25,direct_string,1,SPC25
SPC29,4932.YPL124W,4932,SPC29,SPC29,direct_string,1,SPC29
SPC3,4932.YLR066W,4932,SPC3,SPC3,direct_string,1,SPC3
SPC34,4932.YKR037C,4932,SPC34,SPC34,direct_string,1,SPC34
SPC42,4932.YKL042W,4932,SPC42,SPC42,direct_string,1,SPC42
SPC72,4932.YAL047C,4932,SPC72,SPC72,direct_string,1,SPC72
SPC97,4932.YHR172W,4932,SPC97,SPC97,direct_string,1,SPC97
SPC98,4932.YNL126W,4932,SPC98,SPC98,direct_string,1,SPC98
SPO11,4932.YHL022C,4932,SPO11,SPO11,direct_string,1,SPO11
SPO7,4932.YAL009W,4932,SPO7,SPO7,direct_string,1,SPO7
SPP1,4932.YPL138C,4932,SPP1,SPP1,direct_string,1,SPP1
SPP381,4932.YBR152W,4932,SPP381,SPP381,direct_string,1,SPP381
SPP382,4932.YLR424W,4932,SPP382,SPP382,direct_string,1,SPP382
SPT14,4932.YPL175W,4932,SPT14,SPT14,direct_string,1,SPT14
SPT15,4932.YER148W,4932,SPT15,SPT15,direct_string,1,SPT15
SPT16,4932.YGL207W,4932,SPT16,SPT16,direct_string,1,SPT16
SPT20,4932.YOL148C,4932,SPT20,SPT20,direct_string,1,SPT20
SPT3,4932.YDR392W,4932,SPT3,SPT3,direct_string,1,SPT3
SPT4,4932.YGR063C,4932,SPT4,SPT4,direct_string,1,SPT4
SPT5,4932.YML010W,4932,SPT5,SPT5,direct_string,1,SPT5
SPT7,4932.YBR081C,4932,SPT7,SPT7,direct_string,1,SPT7
SPT8,4932.YLR055C,4932,SPT8,SPT8,direct_string,1,SPT8
SRB2,4932.YHR041C,4932,SRB2,SRB2,direct_string,1,SRB2
SRB4,4932.YER022W,4932,SRB4,SRB4,direct_string,1,SRB4
SRB5,4932.YGR104C,4932,SRB5,SRB5,direct_string,1,SRB5
SRB6,4932.YBR253W,4932,SRB6,SRB6,direct_string,1,SRB6
SRB7,4932.YDR308C,4932,SRB7,SRB7,direct_string,1,SRB7
SRB8,4932.YCR081W,4932,SRB8,SRB8,direct_string,1,SRB8
SRN2,4932.YLR119W,4932,SRN2,SRN2,direct_string,1,SRN2
SRO7,4932.YPR032W,4932,SRO7,SRO7,direct_string,1,SRO7
SRO9,4932.YCL037C,4932,SRO9,SRO9,direct_string,1,SRO9
SRP101,4932.YDR292C,4932,SRP101,SRP101,direct_string,1,SRP101
SRP102,4932.YKL154W,4932,SRP102,SRP102,direct_string,1,SRP102
SRP14,4932.YDL092W,4932,SRP14,SRP14,direct_string,1,SRP14
SRP21,4932.YKL122C,4932,SRP21,SRP21,direct_string,1,SRP21
SRP54,4932.YPR088C,4932,SRP54,SRP54,direct_string,1,SRP54
SRP68,4932.YPL243W,4932,SRP68,SRP68,direct_string,1,SRP68
SRP72,4932.YPL210C,4932,SRP72,SRP72,direct_string,1,SRP72
SRV2,4932.YNL138W,4932,SRV2,SRV2,direct_string,1,SRV2
SSA3,4932.YBL075C,4932,SSA3,SSA3,direct_string,1,SSA3
SSC1,4932.YJR045C,4932,SSC1,SSC1,direct_string,1,SSC1
SSH1,4932.YBR283C,4932,SSH1,SSH1,direct_string,1,SSH1
SSL1,4932.YLR005W,4932,SSL1,SSL1,direct_string,1,SSL1
SSL2,4932.YIL143C,4932,SSL2,SSL2,direct_string,1,SSL2
SSN2,4932.YDR443C,4932,SSN2,SSN2,direct_string,1,SSN2
SSN3,4932.YPL042C,4932,SSN3,SSN3,direct_string,1,SSN3
SSN8,4932.YNL025C,4932,SSN8,SSN8,direct_string,1,SSN8
SSO1,4932.YPL232W,4932,SSO1,SSO1,direct_string,1,SSO1
SSS1,4932.YDR086C,4932,SSS1,SSS1,direct_string,1,SSS1
SSU72,4932.YNL222W,4932,SSU72,SSU72,direct_string,1,SSU72
SSZ1,4932.YHR064C,4932,SSZ1,SSZ1,direct_string,1,SSZ1
STE11,4932.YLR362W,4932,STE11,STE11,direct_string,1,STE11
STE12,4932.YHR084W,4932,STE12,STE12,direct_string,1,STE12
STE18,4932.YJR086W,4932,STE18,STE18,direct_string,1,STE18
STE20,4932.YHL007C,4932,STE20,STE20,direct_string,1,STE20
STE4,4932.YOR212W,4932,STE4,STE4,direct_string,1,STE4
STE5,4932.YDR103W,4932,STE5,STE5,direct_string,1,STE5
STE7,4932.YDL159W,4932,STE7,STE7,direct_string,1,STE7
STF1,4932.YDL130W-A,4932,STF1,STF1,direct_string,1,STF1
STF2,4932.YGR008C,4932,STF2,STF2,direct_string,1,STF2
STH1,4932.YIL126W,4932,STH1,STH1,direct_string,1,STH1
STO1,4932.YMR125W,4932,STO1,STO1,direct_string,1,STO1
STP22,4932.YCL008C,4932,STP22,STP22,direct_string,1,STP22
STT3,4932.YGL022W,4932,STT3,STT3,direct_string,1,STT3
STV1,4932.YMR054W,4932,STV1,STV1,direct_string,1,STV1
SUB2,4932.YDL084W,4932,SUB2,SUB2,direct_string,1,SUB2
SUI1,4932.YNL244C,4932,SUI1,SUI1,direct_string,1,SUI1
SUI2,4932.YJR007W,4932,SUI2,SUI2,direct_string,1,SUI2
SUI3,4932.YPL237W,4932,SUI3,SUI3,direct_string,1,SUI3
SUM1,4932.YDR310C,4932,SUM1,SUM1,direct_string,1,SUM1
SUP35,4932.YDR172W,4932,SUP35,SUP35,direct_string,1,SUP35
SUP45,4932.YBR143C,4932,SUP45,SUP45,direct_string,1,SUP45
SUR1,4932.YPL057C,4932,SUR1,SUR1,direct_string,1,SUR1
SUS1,4932.YBR111W-A,4932,SUS1,SUS1,direct_string,1,SUS1
SUV3,4932.YPL029W,4932,SUV3,SUV3,direct_string,1,SUV3
SWC3,4932.YAL011W,4932,SWC3,SWC3,direct_string,1,SWC3
SWC4,4932.YGR002C,4932,SWC4,SWC4,direct_string,1,SWC4
SWC5,4932.YBR231C,4932,SWC5,SWC5,direct_string,1,SWC5
SWC7,4932.YLR385C,4932,SWC7,SWC7,direct_string,1,SWC7
SWD1,4932.YAR003W,4932,SWD1,SWD1,direct_string,1,SWD1
SWD2,4932.YKL018W,4932,SWD2,SWD2,direct_string,1,SWD2
SWD3,4932.YBR175W,4932,SWD3,SWD3,direct_string,1,SWD3
SWH1,4932.YAR042W,4932,SWH1,SWH1,direct_string,1,SWH1
SWI1,4932.YPL016W,4932,SWI1,SWI1,direct_string,1,SWI1
SWI3,4932.YJL176C,4932,SWI3,SWI3,direct_string,1,SWI3
SWI4,4932.YER111C,4932,SWI4,SWI4,direct_string,1,SWI4
SWI6,4932.YLR182W,4932,SWI6,SWI6,direct_string,1,SWI6
SWM1,4932.YDR260C,4932,SWM1,SWM1,direct_string,1,SWM1
SWP1,4932.YMR149W,4932,SWP1,SWP1,direct_string,1,SWP1
SWP82,4932.YFL049W,4932,SWP82,SWP82,direct_string,1,SWP82
SWR1,4932.YDR334W,4932,SWR1,SWR1,direct_string,1,SWR1
SWS2,4932.YNL081C,4932,SWS2,SWS2,direct_string,1,SWS2
