node_A,node_B,score
MRPL9,RPL22A,0.898
MRPL9,RPL22B,0.897
MRPL9,RPL23A,0.963
MRPL9,RPL23B,0.963
MRPL9,RPL24A,0.936
MRPL9,RPL24B,0.936
MRPL9,RPL25,0.988
MRPL9,RPL26A,0.964
MRPL9,RPL26B,0.951
MRPL9,RPL27A,0.809
MRPL9,RPL27B,0.81
MRPL9,RPL28,0.952
MRPL9,RPL29,0.958
MRPL9,RPL2A,0.878
MRPL9,RPL2B,0.879
MRPL9,RPL3,0.417
MRPL9,RPL30,0.948
MRPL9,RPL31A,0.924
MRPL9,RPL31B,0.924
MRPL9,RPL32,0.986
MRPL9,RPL33A,0.914
MRPL9,RPL33B,0.912
MRPL9,RPL34A,0.95
MRPL9,RPL34B,0.95
MRPL9,RPL35A,0.952
MRPL9,RPL35B,0.951
MRPL9,RPL36A,0.904
MRPL9,RPL36B,0.904
MRPL9,RPL37A,0.885
MRPL9,RPL37B,0.886
MRPL9,RPL38,0.978
MRPL9,RPL39,0.776
MRPL9,RPL40A,0.809
MRPL9,RPL40B,0.81
MRPL9,RPL42A,0.783
MRPL9,RPL42B,0.783
MRPL9,RPL43A,0.924
MRPL9,RPL43B,0.926
MRPL9,RPL4A,0.841
MRPL9,RPL4B,0.859
MRPL9,RPL5,0.987
MRPL9,RPL6A,0.808
MRPL9,RPL6B,0.81
MRPL9,RPL7A,0.886
MRPL9,RPL7B,0.886
MRPL9,RPL8A,0.842
MRPL9,RPL8B,0.841
MRPL9,RPL9A,0.891
MRPL9,RPL9B,0.881
MRPL9,RPO26,0.577
MRPL9,RPO31,0.829
MRPL9,RPP0,0.951
MRPL9,RPP1A,0.921
MRPL9,RPP1B,0.922
MRPL9,RPP2A,0.882
MRPL9,RPP2B,0.881
MRPL9,RPS0A,0.906
MRPL9,RPS0B,0.876
MRPL9,RPS10A,0.921
MRPL9,RPS10B,0.893
MRPL9,RPS11A,0.878
MRPL9,RPS11B,0.88
MRPL9,RPS12,0.841
MRPL9,RPS13,0.948
MRPL9,RPS14A,0.91
MRPL9,RPS14B,0.878
MRPL9,RPS15,0.988
MRPL9,RPS16A,0.843
MRPL9,RPS16B,0.843
MRPL9,RPS17A,0.925
MRPL9,RPS17B,0.925
MRPL9,RPS18A,0.933
MRPL9,RPS18B,0.933
MRPL9,RPS19A,0.961
MRPL9,RPS19B,0.948
MRPL9,RPS1A,0.94
MRPL9,RPS1B,0.939
MRPL9,RPS2,0.964
MRPL9,RPS20,0.966
MRPL9,RPS21B,0.98
MRPL9,RPS22A,0.916
MRPL9,RPS22B,0.916
MRPL9,RPS23A,0.884
MRPL9,RPS23B,0.88
MRPL9,RPS24A,0.948
MRPL9,RPS24B,0.949
MRPL9,RPS25A,0.908
MRPL9,RPS25B,0.906
MRPL9,RPS26A,0.924
MRPL9,RPS26B,0.924
MRPL9,RPS27A,0.93
MRPL9,RPS27B,0.891
MRPL9,RPS28A,0.943
MRPL9,RPS28B,0.944
MRPL9,RPS29A,0.879
MRPL9,RPS29B,0.883
MRPL9,RPS3,0.991
MRPL9,RPS30A,0.855
MRPL9,RPS30B,0.854
MRPL9,RPS31,0.567
MRPL9,RPS4A,0.95
MRPL9,RPS4B,0.95
MRPL9,RPS5,0.98
MRPL9,RPS6A,0.959
MRPL9,RPS6B,0.959
MRPL9,RPS7A,0.906
MRPL9,RPS7B,0.906
MRPL9,RPS8A,0.964
MRPL9,RPS8B,0.943
MRPL9,RPS9A,0.867
MRPL9,RPS9B,0.866
MRPL9,RRN6,0.453
MRPL9,RRN7,0.809
MRPL9,RSC3,0.565
MRPL9,RSC30,0.565
MRPL9,RSM10,0.999
MRPL9,RSM18,0.998
MRPL9,RSM19,0.991
MRPL9,RSM23,0.997
MRPL9,RSM24,0.998
MRPL9,RSM25,0.959
MRPL9,RSM26,0.974
MRPL9,RSM27,0.989
MRPL9,RSM7,0.998
MRPL9,RTC6,0.999
MRPL9,SBH1,0.668
MRPL9,SBH2,0.663
MRPL9,SDH1,0.505
MRPL9,SEC61,0.947
MRPL9,SEC65,0.836
MRPL9,SIN4,0.693
MRPL9,SLM1,0.696
MRPL9,SLM2,0.696
MRPL9,SME1,0.482
MRPL9,SNU114,0.83
MRPL9,SNU13,0.841
MRPL9,SRP101,0.944
MRPL9,SRP102,0.65
MRPL9,SRP14,0.801
MRPL9,SRP21,0.857
MRPL9,SRP54,0.951
MRPL9,SRP68,0.866
MRPL9,SRP72,0.809
MRPL9,SSC1,0.471
MRPL9,SSH1,0.947
MRPL9,SSS1,0.801
MRPL9,SSZ1,0.409
MRPL9,STE4,0.464
MRPL9,STT3,0.898
MRPL9,SUB2,0.506
MRPL9,SWS2,0.987
MRPL9,TAF5,0.593
MRPL9,TEF1,0.651
MRPL9,TEF2,0.667
MRPL9,TEF4,0.749
MRPL9,TIF1,0.482
MRPL9,TIF11,0.851
MRPL9,TIF34,0.413
MRPL9,TOP3,0.418
MRPL9,VAR1,0.817
MRPL9,VMA11,0.61
MRPL9,VMA3,0.623
MRPL9,YME1,0.415
MRPL9,YML6,0.999
MRPL9,YTA12,0.404
MRPS16,MRPS17,0.999
MRPS16,MRPS18,0.999
MRPS16,MRPS28,0.999
MRPS16,MRPS35,0.998
MRPS16,MRPS5,0.999
MRPS16,MRPS8,0.999
MRPS16,MRPS9,0.999
MRPS16,MRX14,0.994
MRPS16,NAM9,0.999
MRPS16,OLI1,0.662
MRPS16,PAM16,0.484
MRPS16,PET123,0.998
MRPS16,PET309,0.4
MRPS16,PPE1,0.916
MRPS16,PRE6,0.4
MRPS16,PUP3,0.434
MRPS16,QCR7,0.436
MRPS16,QCR8,0.452
MRPS16,RET1,0.738
MRPS16,RML2,0.998
MRPS16,RNH201,0.4
MRPS16,ROT2,0.613
MRPS16,RPA135,0.738
MRPS16,RPA190,0.747
MRPS16,RPB2,0.807
MRPS16,RPB3,0.984
MRPS16,RPC40,0.983
MRPS16,RPL10,0.948
MRPS16,RPL11A,0.978
MRPS16,RPL11B,0.978
MRPS16,RPL12A,0.978
MRPS16,RPL12B,0.978
MRPS16,RPL16A,0.979
MRPS16,RPL16B,0.979
MRPS16,RPL17A,0.978
MRPS16,RPL17B,0.978
MRPS16,RPL1A,0.978
MRPS16,RPL1B,0.978
MRPS16,RPL23A,0.978
MRPS16,RPL23B,0.978
MRPS16,RPL25,0.998
MRPS16,RPL26A,0.987
MRPS16,RPL26B,0.987
MRPS16,RPL28,0.988
MRPS16,RPL2A,0.978
MRPS16,RPL2B,0.978
MRPS16,RPL3,0.988
MRPS16,RPL35A,0.986
MRPS16,RPL35B,0.986
MRPS16,RPL4A,0.911
MRPS16,RPL4B,0.911
MRPS16,RPL5,0.998
MRPS16,RPL7A,0.977
MRPS16,RPL7B,0.977
MRPS16,RPL9A,0.978
MRPS16,RPL9B,0.978
MRPS16,RPO26,0.913
MRPS16,RPO31,0.747
MRPS16,RPP0,0.986
MRPS16,RPS0A,0.978
MRPS16,RPS0B,0.979
MRPS16,RPS11A,0.976
MRPS16,RPS11B,0.977
MRPS16,RPS13,0.988
MRPS16,RPS14A,0.978
MRPS16,RPS14B,0.978
MRPS16,RPS15,0.998
MRPS16,RPS16A,0.913
MRPS16,RPS16B,0.912
MRPS16,RPS18A,0.978
MRPS16,RPS18B,0.978
MRPS16,RPS2,0.985
MRPS16,RPS20,0.987
MRPS16,RPS22A,0.981
MRPS16,RPS22B,0.976
MRPS16,RPS23A,0.981
MRPS16,RPS23B,0.978
MRPS16,RPS29A,0.978
MRPS16,RPS29B,0.979
MRPS16,RPS3,0.998
MRPS16,RPS5,0.988
MRPS16,RPS9A,0.948
MRPS16,RPS9B,0.949
MRPS16,RRN6,0.463
MRPS16,RSM10,0.999
MRPS16,RSM18,0.999
MRPS16,RSM19,0.999
MRPS16,RSM22,0.998
MRPS16,RSM23,0.999
MRPS16,RSM24,0.999
MRPS16,RSM25,0.998
MRPS16,RSM26,0.998
MRPS16,RSM27,0.999
MRPS16,RSM7,0.999
MRPS16,RTC6,0.999
MRPS16,SEC61,0.88
MRPS16,SLM1,0.582
MRPS16,SLM2,0.582
MRPS16,SNU114,0.857
MRPS16,SRP101,0.434
MRPS16,SRP54,0.893
MRPS16,SSH1,0.88
MRPS16,SWS2,0.999
MRPS16,TIF11,0.914
MRPS16,TIM10,0.47
MRPS16,TIM12,0.405
MRPS16,TIM8,0.493
MRPS16,TOM20,0.434
MRPS16,TOM7,0.559
MRPS16,VAR1,0.981
MRPS16,VMA11,0.668
MRPS16,VMA3,0.662
MRPS16,YML6,0.997
MRPS17,MRPS18,0.999
MRPS17,MRPS28,0.999
MRPS17,MRPS35,0.993
MRPS17,MRPS5,0.999
MRPS17,MRPS8,0.999
MRPS17,MRPS9,0.999
MRPS17,MRX14,0.939
MRPS17,NAM2,0.421
MRPS17,NAM9,0.999
MRPS17,NAN1,0.765
MRPS17,NIP1,0.838
MRPS17,NOC4,0.802
MRPS17,NOP1,0.835
MRPS17,NOP14,0.404
MRPS17,NOP56,0.852
MRPS17,NOP58,0.816
MRPS17,OLI1,0.44
MRPS17,PET123,0.998
MRPS17,PPE1,0.914
MRPS17,PRT1,0.75
MRPS17,PWP2,0.7
MRPS17,RAD23,0.478
MRPS17,RET1,0.823
MRPS17,RML2,0.997
MRPS17,ROT2,0.613
MRPS17,RPA135,0.823
MRPS17,RPA190,0.748
MRPS17,RPB10,0.426
MRPS17,RPB2,0.845
MRPS17,RPB3,0.869
MRPS17,RPC40,0.868
MRPS17,RPG1,0.833
MRPS17,RPL10,0.848
MRPS17,RPL11A,0.845
MRPS17,RPL11B,0.845
MRPS17,RPL12A,0.845
MRPS17,RPL12B,0.845
MRPS17,RPL13A,0.862
MRPS17,RPL13B,0.862
MRPS17,RPL14A,0.72
MRPS17,RPL14B,0.72
MRPS17,RPL15A,0.85
MRPS17,RPL15B,0.85
MRPS17,RPL16A,0.845
MRPS17,RPL16B,0.845
MRPS17,RPL17A,0.845
MRPS17,RPL17B,0.845
MRPS17,RPL18A,0.867
MRPS17,RPL18B,0.867
MRPS17,RPL19A,0.876
MRPS17,RPL19B,0.876
MRPS17,RPL1A,0.845
MRPS17,RPL1B,0.845
MRPS17,RPL20A,0.845
MRPS17,RPL20B,0.845
MRPS17,RPL21A,0.857
MRPS17,RPL21B,0.857
MRPS17,RPL22A,0.816
MRPS17,RPL22B,0.816
MRPS17,RPL23A,0.951
MRPS17,RPL23B,0.951
MRPS17,RPL24A,0.862
MRPS17,RPL24B,0.862
MRPS17,RPL25,0.979
MRPS17,RPL26A,0.91
MRPS17,RPL26B,0.878
MRPS17,RPL27A,0.725
MRPS17,RPL27B,0.72
MRPS17,RPL28,0.878
MRPS17,RPL29,0.972
MRPS17,RPL2A,0.845
MRPS17,RPL2B,0.847
MRPS17,RPL3,0.878
MRPS17,RPL30,0.869
MRPS17,RPL31A,0.864
MRPS17,RPL31B,0.864
MRPS17,RPL32,0.979
MRPS17,RPL33A,0.867
MRPS17,RPL33B,0.867
MRPS17,RPL34A,0.873
MRPS17,RPL34B,0.875
MRPS17,RPL35A,0.879
MRPS17,RPL35B,0.88
MRPS17,RPL36A,0.868
MRPS17,RPL36B,0.868
MRPS17,RPL37A,0.839
MRPS17,RPL37B,0.837
MRPS17,RPL38,0.975
MRPS17,RPL39,0.8
MRPS17,RPL40A,0.817
MRPS17,RPL40B,0.819
MRPS17,RPL42A,0.816
MRPS17,RPL42B,0.816
MRPS17,RPL43A,0.859
MRPS17,RPL43B,0.86
MRPS17,RPL4A,0.768
MRPS17,RPL4B,0.768
MRPS17,RPL5,0.979
MRPS17,RPL6A,0.723
MRPS17,RPL6B,0.72
MRPS17,RPL7A,0.845
MRPS17,RPL7B,0.845
MRPS17,RPL8A,0.759
MRPS17,RPL8B,0.759
MRPS17,RPL9A,0.867
MRPS17,RPL9B,0.845
MRPS17,RPO26,0.777
MRPS17,RPO31,0.748
MRPS17,RPP0,0.878
MRPS17,RPP1A,0.849
MRPS17,RPP1B,0.849
MRPS17,RPP2A,0.848
MRPS17,RPP2B,0.848
MRPS17,RPS0A,0.84
MRPS17,RPS0B,0.84
MRPS17,RPS10A,0.907
MRPS17,RPS10B,0.874
MRPS17,RPS12,0.762
MRPS17,RPS13,0.904
MRPS17,RPS14A,0.847
MRPS17,RPS14B,0.845
MRPS17,RPS15,0.979
MRPS17,RPS16A,0.768
MRPS17,RPS16B,0.773
MRPS17,RPS17A,0.87
MRPS17,RPS17B,0.868
MRPS17,RPS18A,0.932
MRPS17,RPS18B,0.909
MRPS17,RPS19A,0.867
MRPS17,RPS19B,0.867
MRPS17,RPS1A,0.898
MRPS17,RPS1B,0.905
MRPS17,RPS2,0.914
MRPS17,RPS20,0.937
MRPS17,RPS21B,0.975
MRPS17,RPS22A,0.91
MRPS17,RPS22B,0.909
MRPS17,RPS23A,0.848
MRPS17,RPS23B,0.846
MRPS17,RPS24A,0.872
MRPS17,RPS24B,0.871
MRPS17,RPS25A,0.856
MRPS17,RPS25B,0.856
MRPS17,RPS26A,0.859
MRPS17,RPS26B,0.862
MRPS17,RPS27A,0.915
MRPS17,RPS27B,0.861
MRPS17,RPS28A,0.859
MRPS17,RPS28B,0.861
MRPS17,RPS29A,0.847
MRPS17,RPS29B,0.848
MRPS17,RPS3,0.984
MRPS17,RPS30A,0.858
MRPS17,RPS30B,0.858
MRPS17,RPS31,0.478
MRPS17,RPS4A,0.864
MRPS17,RPS4B,0.857
MRPS17,RPS5,0.966
MRPS17,RPS6A,0.868
MRPS17,RPS6B,0.868
MRPS17,RPS7A,0.893
MRPS17,RPS7B,0.856
MRPS17,RPS8A,0.904
MRPS17,RPS8B,0.87
MRPS17,RPS9A,0.889
MRPS17,RPS9B,0.85
MRPS17,RRN6,0.453
MRPS17,RRN7,0.815
MRPS17,RRP7,0.807
MRPS17,RSM10,0.999
MRPS17,RSM18,0.999
MRPS17,RSM19,0.999
MRPS17,RSM22,0.996
MRPS17,RSM23,0.999
MRPS17,RSM24,0.999
MRPS17,RSM25,0.999
MRPS17,RSM26,0.999
MRPS17,RSM27,0.999
MRPS17,RSM7,0.999
MRPS17,RTC6,0.998
MRPS17,SBH1,0.615
MRPS17,SBH2,0.615
MRPS17,SEC61,0.878
MRPS17,SEC65,0.615
MRPS17,SMD2,0.411
MRPS17,SME1,0.478
MRPS17,SNU114,0.724
MRPS17,SNU13,0.759
MRPS17,SRP14,0.407
MRPS17,SRP21,0.627
MRPS17,SRP54,0.86
MRPS17,SRP68,0.619
MRPS17,SSH1,0.866
MRPS17,SSS1,0.631
MRPS17,SUI1,0.744
MRPS17,SUI2,0.872
MRPS17,SUI3,0.774
MRPS17,SUP45,0.406
MRPS17,SWS2,0.998
MRPS17,TEF1,0.589
MRPS17,TEF2,0.589
MRPS17,TEF4,0.771
MRPS17,TIF11,0.978
MRPS17,TIF34,0.83
MRPS17,TIF35,0.675
MRPS17,TIF5,0.472
MRPS17,UTP10,0.759
MRPS17,UTP13,0.758
MRPS17,UTP15,0.773
MRPS17,UTP18,0.776
MRPS17,UTP21,0.77
MRPS17,UTP22,0.766
MRPS17,UTP4,0.778
MRPS17,UTP6,0.774
MRPS17,UTP9,0.663
MRPS17,VAR1,0.986
MRPS17,VMA11,0.44
MRPS17,VMA3,0.44
MRPS17,YML6,0.998
MRPS17,YTA12,0.444
MRPS18,MRPS28,0.999
MRPS18,MRPS35,0.994
MRPS18,MRPS5,0.999
MRPS18,MRPS8,0.999
MRPS18,MRPS9,0.999
MRPS18,MRX14,0.993
MRPS18,NAM2,0.558
MRPS18,NAM9,0.999
MRPS18,NAN1,0.672
MRPS18,NIP1,0.841
MRPS18,NOC4,0.701
MRPS18,NOP1,0.717
MRPS18,NOP56,0.719
MRPS18,NOP58,0.743
MRPS18,OLI1,0.561
MRPS18,PAP1,0.476
MRPS18,PET123,0.997
MRPS18,PPE1,0.9
MRPS18,PRT1,0.651
MRPS18,PTI1,0.601
MRPS18,PWP2,0.659
MRPS18,QCR8,0.455
MRPS18,RAD23,0.601
MRPS18,RET1,0.724
MRPS18,RML2,0.998
MRPS18,ROT2,0.613
MRPS18,RPA135,0.724
MRPS18,RPA190,0.748
MRPS18,RPB10,0.577
MRPS18,RPB2,0.833
MRPS18,RPB3,0.868
MRPS18,RPC40,0.868
MRPS18,RPG1,0.818
MRPS18,RPL10,0.83
MRPS18,RPL11A,0.846
MRPS18,RPL11B,0.845
MRPS18,RPL12A,0.845
MRPS18,RPL12B,0.845
MRPS18,RPL13A,0.846
MRPS18,RPL13B,0.846
MRPS18,RPL14A,0.706
MRPS18,RPL14B,0.706
MRPS18,RPL15A,0.859
MRPS18,RPL15B,0.86
MRPS18,RPL16A,0.845
MRPS18,RPL16B,0.846
MRPS18,RPL17A,0.845
MRPS18,RPL17B,0.845
MRPS18,RPL18A,0.864
MRPS18,RPL18B,0.864
MRPS18,RPL19A,0.872
MRPS18,RPL19B,0.872
MRPS18,RPL1A,0.844
MRPS18,RPL1B,0.845
MRPS18,RPL20A,0.828
MRPS18,RPL20B,0.829
MRPS18,RPL21A,0.867
MRPS18,RPL21B,0.868
MRPS18,RPL22A,0.829
MRPS18,RPL22B,0.829
MRPS18,RPL23A,0.91
MRPS18,RPL23B,0.911
MRPS18,RPL24A,0.853
MRPS18,RPL24B,0.853
MRPS18,RPL25,0.992
MRPS18,RPL26A,0.91
MRPS18,RPL26B,0.879
MRPS18,RPL27A,0.706
MRPS18,RPL27B,0.707
MRPS18,RPL28,0.878
MRPS18,RPL29,0.973
MRPS18,RPL2A,0.855
MRPS18,RPL2B,0.855
MRPS18,RPL3,0.878
MRPS18,RPL30,0.861
MRPS18,RPL31A,0.899
MRPS18,RPL31B,0.862
MRPS18,RPL32,0.978
MRPS18,RPL33A,0.856
MRPS18,RPL33B,0.856
MRPS18,RPL34A,0.868
MRPS18,RPL34B,0.868
MRPS18,RPL35A,0.878
MRPS18,RPL35B,0.877
MRPS18,RPL36A,0.865
MRPS18,RPL36B,0.867
MRPS18,RPL37A,0.843
MRPS18,RPL37B,0.838
MRPS18,RPL38,0.976
MRPS18,RPL39,0.791
MRPS18,RPL40A,0.766
MRPS18,RPL40B,0.764
MRPS18,RPL42A,0.785
MRPS18,RPL42B,0.786
MRPS18,RPL43A,0.844
MRPS18,RPL43B,0.843
MRPS18,RPL4A,0.768
MRPS18,RPL4B,0.768
MRPS18,RPL5,0.979
MRPS18,RPL6A,0.706
MRPS18,RPL6B,0.706
MRPS18,RPL7A,0.846
MRPS18,RPL7B,0.845
MRPS18,RPL8A,0.738
MRPS18,RPL8B,0.738
MRPS18,RPL9A,0.845
MRPS18,RPL9B,0.845
MRPS18,RPO26,0.823
MRPS18,RPO31,0.746
MRPS18,RPP0,0.878
MRPS18,RPP1A,0.828
MRPS18,RPP1B,0.828
MRPS18,RPP2A,0.826
MRPS18,RPP2B,0.826
MRPS18,RPS0A,0.845
MRPS18,RPS0B,0.845
MRPS18,RPS10A,0.9
MRPS18,RPS10B,0.864
MRPS18,RPS11A,0.845
MRPS18,RPS11B,0.845
MRPS18,RPS12,0.808
MRPS18,RPS13,0.905
MRPS18,RPS15,0.984
MRPS18,RPS16A,0.77
MRPS18,RPS16B,0.768
MRPS18,RPS17A,0.896
MRPS18,RPS17B,0.859
MRPS18,RPS18A,0.904
MRPS18,RPS18B,0.87
MRPS18,RPS19A,0.902
MRPS18,RPS19B,0.868
MRPS18,RPS1A,0.896
MRPS18,RPS1B,0.859
MRPS18,RPS2,0.938
MRPS18,RPS20,0.94
MRPS18,RPS21B,0.974
MRPS18,RPS22A,0.912
MRPS18,RPS22B,0.883
MRPS18,RPS23A,0.847
MRPS18,RPS23B,0.848
MRPS18,RPS24A,0.869
MRPS18,RPS24B,0.869
MRPS18,RPS25A,0.864
MRPS18,RPS25B,0.861
MRPS18,RPS26A,0.863
MRPS18,RPS26B,0.862
MRPS18,RPS27A,0.894
MRPS18,RPS27B,0.857
MRPS18,RPS28A,0.869
MRPS18,RPS28B,0.867
MRPS18,RPS29A,0.845
MRPS18,RPS29B,0.845
MRPS18,RPS3,0.984
MRPS18,RPS30A,0.84
MRPS18,RPS30B,0.841
MRPS18,RPS31,0.605
MRPS18,RPS4A,0.856
MRPS18,RPS4B,0.856
MRPS18,RPS5,0.976
MRPS18,RPS6A,0.863
MRPS18,RPS6B,0.899
MRPS18,RPS7A,0.899
MRPS18,RPS7B,0.863
MRPS18,RPS8A,0.866
MRPS18,RPS8B,0.865
MRPS18,RPS9A,0.912
MRPS18,RPS9B,0.88
MRPS18,RRN6,0.684
MRPS18,RRN7,0.765
MRPS18,RRP7,0.741
MRPS18,RSM10,0.999
MRPS18,RSM18,0.999
MRPS18,RSM19,0.999
MRPS18,RSM22,0.997
MRPS18,RSM23,0.999
MRPS18,RSM24,0.999
MRPS18,RSM25,0.997
MRPS18,RSM26,0.996
MRPS18,RSM27,0.997
MRPS18,RSM7,0.999
MRPS18,RTC6,0.998
MRPS18,SBH1,0.534
MRPS18,SBH2,0.546
MRPS18,SEC61,0.866
MRPS18,SEC65,0.552
MRPS18,SEN54,0.45
MRPS18,SLM1,0.594
MRPS18,SLM2,0.594
MRPS18,SNU114,0.724
MRPS18,SNU13,0.738
MRPS18,SRP21,0.554
MRPS18,SRP54,0.86
MRPS18,SRP68,0.554
MRPS18,SSC1,0.434
MRPS18,SSH1,0.865
MRPS18,SSS1,0.581
MRPS18,SUI1,0.662
MRPS18,SUI2,0.877
MRPS18,SUI3,0.722
MRPS18,SWS2,0.997
MRPS18,TEF1,0.427
MRPS18,TEF2,0.427
MRPS18,TIF11,0.98
MRPS18,TIF34,0.637
MRPS18,TIF35,0.413
MRPS18,TIF5,0.692
MRPS18,TIM10,0.484
MRPS18,TIM12,0.429
MRPS18,TIM54,0.406
MRPS18,TOA2,0.498
MRPS18,UTP10,0.673
MRPS18,UTP13,0.68
MRPS18,UTP15,0.681
MRPS18,UTP18,0.699
MRPS18,UTP21,0.683
MRPS18,UTP22,0.679
MRPS18,UTP4,0.681
MRPS18,UTP6,0.671
MRPS18,UTP9,0.631
MRPS18,VAR1,0.989
MRPS18,VMA11,0.638
MRPS18,VMA3,0.63
MRPS18,YME1,0.4
MRPS18,YML6,0.997
MRPS18,YTA12,0.457
MRPS28,MRPS35,0.997
MRPS28,MRPS5,0.999
MRPS28,MRPS8,0.999
MRPS28,MRPS9,0.999
MRPS28,MRX14,0.997
MRPS28,NAM2,0.536
MRPS28,NAM9,0.999
MRPS28,NAN1,0.808
MRPS28,NIP1,0.908
MRPS28,NOC4,0.802
MRPS28,NOP1,0.864
MRPS28,NOP14,0.571
MRPS28,NOP56,0.859
MRPS28,NOP58,0.854
MRPS28,PET123,0.998
MRPS28,PPE1,0.902
MRPS28,PRT1,0.751
MRPS28,PWP2,0.782
MRPS28,RAD23,0.59
MRPS28,RET1,0.731
MRPS28,RML2,0.998
MRPS28,ROT2,0.619
MRPS28,RPA135,0.731
MRPS28,RPA190,0.448
MRPS28,RPB10,0.59
MRPS28,RPB2,0.77
MRPS28,RPB3,0.942
MRPS28,RPC40,0.94
MRPS28,RPG1,0.908
MRPS28,RPL10,0.861
MRPS28,RPL11A,0.871
MRPS28,RPL11B,0.871
MRPS28,RPL12A,0.878
MRPS28,RPL12B,0.878
MRPS28,RPL13A,0.917
MRPS28,RPL13B,0.917
MRPS28,RPL14A,0.806
MRPS28,RPL14B,0.804
MRPS28,RPL15A,0.948
MRPS28,RPL15B,0.948
MRPS28,RPL16A,0.877
MRPS28,RPL16B,0.877
MRPS28,RPL17A,0.871
MRPS28,RPL17B,0.871
MRPS28,RPL18A,0.94
MRPS28,RPL18B,0.94
MRPS28,RPL19A,0.95
MRPS28,RPL19B,0.949
MRPS28,RPL1A,0.894
MRPS28,RPL1B,0.893
MRPS28,RPL20A,0.938
MRPS28,RPL20B,0.939
MRPS28,RPL21A,0.947
MRPS28,RPL21B,0.947
MRPS28,RPL22A,0.898
MRPS28,RPL22B,0.898
MRPS28,RPL23A,0.951
MRPS28,RPL23B,0.951
MRPS28,RPL24A,0.935
MRPS28,RPL24B,0.944
MRPS28,RPL25,0.987
MRPS28,RPL26A,0.947
MRPS28,RPL26B,0.947
MRPS28,RPL27A,0.836
MRPS28,RPL27B,0.806
MRPS28,RPL28,0.947
MRPS28,RPL29,0.979
MRPS28,RPL2A,0.869
MRPS28,RPL2B,0.87
MRPS28,RPL3,0.947
MRPS28,RPL30,0.937
MRPS28,RPL31A,0.946
MRPS28,RPL31B,0.937
MRPS28,RPL32,0.983
MRPS28,RPL33A,0.939
MRPS28,RPL33B,0.939
MRPS28,RPL34A,0.934
MRPS28,RPL34B,0.934
MRPS28,RPL35A,0.948
MRPS28,RPL35B,0.948
MRPS28,RPL36A,0.934
MRPS28,RPL36B,0.935
MRPS28,RPL37A,0.904
MRPS28,RPL37B,0.904
MRPS28,RPL38,0.98
MRPS28,RPL39,0.832
MRPS28,RPL40A,0.829
MRPS28,RPL40B,0.829
MRPS28,RPL42A,0.846
MRPS28,RPL42B,0.846
MRPS28,RPL43A,0.948
MRPS28,RPL43B,0.945
MRPS28,RPL4A,0.834
MRPS28,RPL4B,0.834
MRPS28,RPL5,0.986
MRPS28,RPL6A,0.805
MRPS28,RPL6B,0.804
MRPS28,RPL7A,0.887
MRPS28,RPL7B,0.871
MRPS28,RPL8A,0.795
MRPS28,RPL8B,0.802
MRPS28,RPL9A,0.884
MRPS28,RPL9B,0.878
MRPS28,RPN11,0.492
MRPS28,RPN2,0.423
MRPS28,RPN8,0.446
MRPS28,RPO26,0.738
MRPS28,RPO31,0.447
MRPS28,RPP0,0.948
MRPS28,RPP1A,0.937
MRPS28,RPP1B,0.924
MRPS28,RPP2A,0.871
MRPS28,RPP2B,0.872
MRPS28,RPS0A,0.877
MRPS28,RPS0B,0.883
MRPS28,RPS10A,0.921
MRPS28,RPS10B,0.921
MRPS28,RPS11A,0.895
MRPS28,RPS11B,0.888
MRPS28,RPS12,0.796
MRPS28,RPS14A,0.871
MRPS28,RPS14B,0.871
MRPS28,RPS15,0.987
MRPS28,RPS16A,0.834
MRPS28,RPS16B,0.836
MRPS28,RPS17A,0.947
MRPS28,RPS17B,0.947
MRPS28,RPS18A,0.917
MRPS28,RPS18B,0.912
MRPS28,RPS19A,0.956
MRPS28,RPS19B,0.956
MRPS28,RPS1A,0.947
MRPS28,RPS1B,0.947
MRPS28,RPS2,0.946
MRPS28,RPS20,0.947
MRPS28,RPS21B,0.977
MRPS28,RPS22A,0.906
MRPS28,RPS22B,0.907
MRPS28,RPS23A,0.875
MRPS28,RPS23B,0.872
MRPS28,RPS24A,0.946
MRPS28,RPS24B,0.945
MRPS28,RPS25A,0.936
MRPS28,RPS25B,0.936
MRPS28,RPS26A,0.94
MRPS28,RPS26B,0.94
MRPS28,RPS27A,0.933
MRPS28,RPS27B,0.933
MRPS28,RPS28A,0.935
MRPS28,RPS28B,0.937
MRPS28,RPS29A,0.871
MRPS28,RPS29B,0.871
MRPS28,RPS3,0.987
MRPS28,RPS30A,0.926
MRPS28,RPS30B,0.913
MRPS28,RPS31,0.591
MRPS28,RPS4A,0.934
MRPS28,RPS4B,0.933
MRPS28,RPS5,0.979
MRPS28,RPS6A,0.949
MRPS28,RPS6B,0.949
MRPS28,RPS7A,0.948
MRPS28,RPS7B,0.939
MRPS28,RPS8A,0.941
MRPS28,RPS8B,0.941
MRPS28,RPS9A,0.85
MRPS28,RPS9B,0.85
MRPS28,RRI1,0.467
MRPS28,RRN6,0.453
MRPS28,RRN7,0.829
MRPS28,RRP7,0.84
MRPS28,RSC3,0.565
MRPS28,RSC30,0.565
MRPS28,RSM10,0.999
MRPS28,RSM18,0.999
MRPS28,RSM19,0.999
MRPS28,RSM22,0.999
MRPS28,RSM23,0.999
