node_A,node_B,score
AAR2,BRR2,0.998
AAR2,BUD13,0.522
AAR2,CBC2,0.494
AAR2,DIB1,0.975
AAR2,LIN1,0.992
AAR2,MUD1,0.994
AAR2,POP3,0.458
AAR2,PRP18,0.932
AAR2,PRP24,0.585
AAR2,PRP28,0.987
AAR2,PRP31,0.412
AAR2,PRP39,0.475
AAR2,PRP42,0.453
AAR2,PRP6,0.755
AAR2,PRP8,0.999
AAR2,RPC82,0.4
AAR2,RRI1,0.875
AAR2,RVB1,0.593
AAR2,RVB2,0.631
AAR2,SMB1,0.982
AAR2,SMD1,0.964
AAR2,SMD2,0.929
AAR2,SMD3,0.942
AAR2,SME1,0.929
AAR2,SMX2,0.907
AAR2,SMX3,0.964
AAR2,SNU114,0.999
AAR2,SNU23,0.62
AAR2,SNU66,0.61
AAR2,SPP381,0.756
AAR2,SYF2,0.534
ABF1,CBF1,0.816
ABF1,CHD1,0.402
ABF1,ELC1,0.932
ABF1,GCR1,0.455
ABF1,HAP4,0.511
ABF1,HHF1,0.642
ABF1,HTB1,0.534
ABF1,IFH1,0.978
ABF1,MBP1,0.558
ABF1,MCM1,0.702
ABF1,MET31,0.414
ABF1,MLH1,0.729
ABF1,MLH2,0.727
ABF1,MLH3,0.72
ABF1,MOT1,0.617
ABF1,MSH2,0.727
ABF1,MSH3,0.736
ABF1,MSH6,0.727
ABF1,ORC1,0.518
ABF1,PMS1,0.723
ABF1,RAD1,0.73
ABF1,RAD10,0.734
ABF1,RAD14,0.778
ABF1,RAD16,0.983
ABF1,RAD2,0.914
ABF1,RAD23,0.914
ABF1,RAD3,0.912
ABF1,RAD4,0.932
ABF1,RAD7,0.979
ABF1,RPC34,0.546
ABF1,RPC40,0.485
ABF1,RPC53,0.544
ABF1,RPC82,0.569
ABF1,RPO31,0.493
ABF1,RSC3,0.612
ABF1,RSC30,0.406
ABF1,SIR2,0.517
ABF1,SIR3,0.635
ABF1,SIR4,0.699
ABF1,SNF2,0.448
ABF1,SPT15,0.449
ABF1,SSL1,0.911
ABF1,SSL2,0.918
ABF1,STE12,0.426
ABF1,STH1,0.587
ABF1,SUM1,0.414
ABF1,SWI4,0.558
ABF1,SWI6,0.541
ABF1,TFB1,0.904
ABF1,TFB2,0.745
ABF1,TFB4,0.72
ABF1,UME6,0.6
ACT1,APL3,0.581
ACT1,APL4,0.507
ACT1,APM4,0.442
ACT1,ARC15,0.944
ACT1,ARC18,0.976
ACT1,ARC19,0.957
ACT1,ARC35,0.96
ACT1,ARC40,0.983
ACT1,ARF1,0.92
ACT1,ARP10,0.972
ACT1,ARP2,0.992
ACT1,ARP3,0.994
ACT1,ARP4,0.999
ACT1,ARP5,0.988
ACT1,ARP6,0.978
ACT1,ARP7,0.81
ACT1,ARP8,0.999
ACT1,ARP9,0.713
ACT1,ASC1,0.802
ACT1,ASH1,0.544
ACT1,ASK1,0.662
ACT1,ATG12,0.647
ACT1,ATG5,0.827
ACT1,ATP1,0.483
ACT1,ATP2,0.558
ACT1,AVO1,0.416
ACT1,AVO2,0.492
ACT1,BCY1,0.43
ACT1,BRR2,0.589
ACT1,BUB1,0.472
ACT1,BUB2,0.536
ACT1,BUD13,0.637
ACT1,BUD14,0.647
ACT1,BUD32,0.427
ACT1,BUD6,0.998
ACT1,CBK1,0.715
ACT1,CCT2,0.866
ACT1,CCT3,0.884
ACT1,CCT4,0.866
ACT1,CCT5,0.892
ACT1,CCT6,0.823
ACT1,CCT7,0.908
ACT1,CCT8,0.883
ACT1,CDC14,0.635
ACT1,CDC20,0.588
ACT1,CDC24,0.932
ACT1,CDC28,0.913
ACT1,CDC33,0.67
ACT1,CDC34,0.45
ACT1,CDC39,0.59
ACT1,CDC4,0.473
ACT1,CDC42,0.989
ACT1,CDC48,0.509
ACT1,CDC53,0.55
ACT1,CEF1,0.595
ACT1,CHC1,0.89
ACT1,CHD1,0.567
ACT1,CLB1,0.569
ACT1,CLB2,0.782
ACT1,CLB3,0.519
ACT1,CLB4,0.561
ACT1,CLB5,0.581
ACT1,CLB6,0.522
ACT1,CLC1,0.85
ACT1,CLF1,0.551
ACT1,CLN1,0.622
ACT1,CLN2,0.632
ACT1,CLN3,0.715
ACT1,CMD1,0.979
ACT1,CNB1,0.586
ACT1,COB,0.552
ACT1,COG5,0.476
ACT1,CPR1,0.611
ACT1,CUL3,0.805
ACT1,CUS1,0.618
ACT1,CYR1,0.942
ACT1,DBF2,0.711
ACT1,DEF1,0.538
ACT1,DID4,0.46
ACT1,DOC1,0.606
ACT1,DYN1,0.912
ACT1,DYN2,0.671
ACT1,EAF1,0.998
ACT1,EAF3,0.97
ACT1,EAF5,0.996
ACT1,EAF6,0.995
ACT1,EAF7,0.978
ACT1,EFB1,0.524
ACT1,END3,0.916
ACT1,EPL1,0.999
ACT1,ESA1,0.998
ACT1,ESP1,0.449
ACT1,EST2,0.598
ACT1,EXO70,0.928
ACT1,EXO84,0.701
ACT1,FAR1,0.556
ACT1,FIG4,0.574
ACT1,FKS1,0.659
ACT1,FUS3,0.695
ACT1,FZO1,0.68
ACT1,GAL4,0.548
ACT1,GCD6,0.64
ACT1,GCN1,0.496
ACT1,GCN5,0.54
ACT1,GIM3,0.703
ACT1,GIM4,0.431
ACT1,GIM5,0.597
ACT1,GLC7,0.78
ACT1,GPA1,0.412
ACT1,HDA1,0.461
ACT1,HHF1,0.97
ACT1,HHF2,0.951
ACT1,HHT1,0.993
ACT1,HHT2,0.99
ACT1,HOS4,0.423
ACT1,HRT1,0.496
ACT1,HSC82,0.936
ACT1,HSH155,0.706
ACT1,HSH49,0.634
ACT1,HTA1,0.532
ACT1,HTA2,0.869
ACT1,HTB1,0.818
ACT1,HTB2,0.686
ACT1,HTZ1,0.91
ACT1,IES1,0.989
ACT1,IES3,0.988
ACT1,IES4,0.999
ACT1,INO80,0.999
ACT1,IPL1,0.537
ACT1,IPP1,0.678
ACT1,IST3,0.535
ACT1,ISY1,0.565
ACT1,JNM1,0.961
ACT1,KAR2,0.81
ACT1,KEL1,0.674
ACT1,KEL2,0.568
ACT1,LCB1,0.598
ACT1,LCB2,0.524
ACT1,LEA1,0.679
ACT1,LSM2,0.548
ACT1,LSM8,0.401
ACT1,LSP1,0.632
ACT1,LST8,0.433
ACT1,LTE1,0.543
ACT1,MBP1,0.419
ACT1,MCM7,0.589
ACT1,MDM10,0.469
ACT1,MDM12,0.483
ACT1,MDM20,0.55
ACT1,MMM1,0.414
ACT1,NAT3,0.417
ACT1,NDC80,0.454
ACT1,NET1,0.487
ACT1,NHP10,0.991
ACT1,NIP100,0.45
ACT1,NTC20,0.61
ACT1,OLI1,0.41
ACT1,OST1,0.404
ACT1,PAC10,0.704
ACT1,PAC11,0.662
ACT1,PAN1,0.948
ACT1,PEA2,0.781
ACT1,PEP3,0.433
ACT1,PEP8,0.579
ACT1,PFD1,0.541
ACT1,PFK1,0.561
ACT1,PHB1,0.448
ACT1,PHB2,0.463
ACT1,PHO85,0.59
ACT1,PIL1,0.772
ACT1,PML1,0.639
ACT1,PPH21,0.589
ACT1,PPH3,0.442
ACT1,PRE10,0.435
ACT1,PRE7,0.476
ACT1,PRP11,0.682
ACT1,PRP18,0.473
ACT1,PRP19,0.547
ACT1,PRP21,0.683
ACT1,PRP43,0.432
ACT1,PRP8,0.626
ACT1,PRP9,0.631
ACT1,RAD53,0.481
ACT1,RAD6,0.56
ACT1,RFA2,0.47
ACT1,RHO1,0.978
ACT1,RNA14,0.512
ACT1,RPB2,0.497
ACT1,RPB3,0.471
ACT1,RPC10,0.434
ACT1,RPD3,0.4
ACT1,RPG1,0.518
ACT1,RPL14A,0.472
ACT1,RPL19B,0.401
ACT1,RPL25,0.434
ACT1,RPL26A,0.429
ACT1,RPL28,0.419
ACT1,RPL3,0.492
ACT1,RPL31A,0.536
ACT1,RPL35B,0.433
ACT1,RPL4B,0.4
ACT1,RPL5,0.494
ACT1,RPN10,0.488
ACT1,RPN11,0.734
ACT1,RPN5,0.408
ACT1,RPO21,0.716
ACT1,RPP0,0.629
ACT1,RPS0A,0.536
ACT1,RPS12,0.462
ACT1,RPS13,0.423
ACT1,RPS14A,0.426
ACT1,RPS15,0.545
ACT1,RPS17A,0.512
ACT1,RPS18A,0.452
ACT1,RPS1A,0.541
ACT1,RPS1B,0.456
ACT1,RPS2,0.683
ACT1,RPS20,0.556
ACT1,RPS26A,0.5
ACT1,RPS3,0.642
ACT1,RPS31,0.418
ACT1,RPS5,0.637
ACT1,RPS6B,0.508
ACT1,RPS8A,0.498
ACT1,RPS9A,0.435
ACT1,RPT5,0.476
ACT1,RSC1,0.432
ACT1,RSC2,0.432
ACT1,RSC4,0.52
ACT1,RSC6,0.484
ACT1,RSC8,0.421
ACT1,RSE1,0.563
ACT1,RSP5,0.735
ACT1,RTS1,0.405
ACT1,RVB1,0.999
ACT1,RVB2,0.999
ACT1,RVS161,0.977
ACT1,RVS167,0.997
ACT1,SAC3,0.506
ACT1,SAS2,0.94
ACT1,SAS3,0.441
ACT1,SAS4,0.91
ACT1,SAS5,0.917
ACT1,SDH1,0.415
ACT1,SDS22,0.499
ACT1,SEC10,0.762
ACT1,SEC13,0.516
ACT1,SEC15,0.748
ACT1,SEC23,0.61
ACT1,SEC26,0.408
ACT1,SEC3,0.876
ACT1,SEC31,0.503
ACT1,SEC4,0.883
ACT1,SEC5,0.658
ACT1,SEC6,0.753
ACT1,SEC61,0.467
ACT1,SEC63,0.451
ACT1,SEC8,0.805
ACT1,SEC9,0.715
ACT1,SET1,0.49
ACT1,SFH1,0.409
ACT1,SIR2,0.616
ACT1,SIR3,0.545
ACT1,SIR4,0.449
ACT1,SIT4,0.55
ACT1,SKP1,0.573
ACT1,SLA1,0.927
ACT1,SLM1,0.467
ACT1,SMB1,0.537
ACT1,SMC3,0.545
ACT1,SMC5,0.432
ACT1,SMC6,0.481
ACT1,SMD1,0.556
ACT1,SMD2,0.528
ACT1,SME1,0.516
ACT1,SMX2,0.522
ACT1,SMX3,0.533
ACT1,SNC1,0.572
ACT1,SNF1,0.618
ACT1,SNF12,0.631
ACT1,SNF2,0.917
ACT1,SNF5,0.58
ACT1,SNF7,0.614
ACT1,SNT309,0.51
ACT1,SNU114,0.701
ACT1,SOD1,0.675
ACT1,SPA2,0.879
ACT1,SPC42,0.494
ACT1,SPC97,0.685
ACT1,SPC98,0.687
ACT1,SPT15,0.835
ACT1,SPT16,0.439
ACT1,SRO7,0.562
ACT1,SRV2,0.998
ACT1,SSO1,0.626
ACT1,STE11,0.548
ACT1,STE12,0.51
ACT1,STE20,0.824
ACT1,STE4,0.513
ACT1,STE5,0.641
ACT1,STE7,0.414
ACT1,STH1,0.824
ACT1,STP22,0.52
ACT1,SUB2,0.63
ACT1,SUI2,0.582
ACT1,SUP35,0.78
ACT1,SUR1,0.41
ACT1,SWC3,0.98
ACT1,SWC4,0.999
ACT1,SWC5,0.982
ACT1,SWC7,0.979
ACT1,SWI3,0.576
ACT1,SWI4,0.55
ACT1,SWI6,0.562
ACT1,SWR1,0.999
ACT1,SYF1,0.521
ACT1,SYF2,0.623
ACT1,TAF1,0.402
ACT1,TAF14,0.994
ACT1,TCP1,0.95
ACT1,TEF1,0.956
ACT1,TEF2,0.977
ACT1,TIF1,0.549
ACT1,TOM20,0.668
ACT1,TOR1,0.694
ACT1,TOR2,0.742
ACT1,TPD3,0.541
ACT1,TPK1,0.801
ACT1,TPK2,0.746
ACT1,TPK3,0.793
ACT1,TPS2,0.44
ACT1,TRA1,0.994
ACT1,TRX1,0.408
ACT1,TSC11,0.548
ACT1,TUB1,0.921
ACT1,TUB2,0.99
ACT1,TUB4,0.744
ACT1,UAF30,0.465
ACT1,VMA1,0.511
ACT1,VMA2,0.554
ACT1,VPS15,0.431
ACT1,VPS20,0.452
ACT1,VPS24,0.811
ACT1,VPS27,0.591
ACT1,VPS28,0.43
ACT1,VPS29,0.555
ACT1,VPS30,0.731
ACT1,VPS33,0.606
ACT1,VPS34,0.64
ACT1,VPS35,0.642
ACT1,VPS52,0.741
ACT1,VPS71,0.99
ACT1,VPS72,0.993
ACT1,WHI2,0.483
ACT1,YAF9,0.995
ACT1,YDJ1,0.567
ACT1,YKE2,0.724
ACT1,YKU70,0.648
ACT1,YNG2,0.995
ADA2,AHC1,0.984
ADA2,CCR4,0.994
ADA2,CHD1,0.956
ADA2,CYC8,0.432
ADA2,ESA1,0.419
ADA2,GAL4,0.722
ADA2,GCN5,0.999
ADA2,HFI1,0.999
ADA2,HHT1,0.839
ADA2,HHT2,0.609
ADA2,HTA1,0.557
ADA2,HTB1,0.514
ADA2,HTB2,0.406
ADA2,IOC2,0.902
ADA2,MED1,0.614
ADA2,MED7,0.726
ADA2,MOT2,0.994
ADA2,MRE11,0.435
ADA2,MSH3,0.426
ADA2,MTO1,0.416
ADA2,NAT5,0.597
ADA2,NCB2,0.846
ADA2,NGG1,0.999
ADA2,NOT5,0.994
ADA2,RPO21,0.452
ADA2,RSC4,0.505
ADA2,RTG3,0.561
ADA2,SAC3,0.594
ADA2,SAS3,0.645
ADA2,SEC61,0.443
ADA2,SGF11,0.999
ADA2,SGF29,0.999
ADA2,SGF73,0.998
ADA2,SNF2,0.631
ADA2,SNT1,0.589
ADA2,SOH1,0.605
ADA2,SPT15,0.825
ADA2,SPT16,0.406
ADA2,SPT20,0.998
ADA2,SPT3,0.999
ADA2,SPT7,0.999
ADA2,SPT8,0.998
ADA2,SRB2,0.567
ADA2,SRB6,0.727
ADA2,SUS1,0.999
ADA2,SWI1,0.457
ADA2,SWI3,0.449
ADA2,SWR1,0.47
ADA2,TAF1,0.852
ADA2,TAF10,0.999
ADA2,TAF12,0.999
ADA2,TAF14,0.402
ADA2,TAF5,0.999
ADA2,TAF6,0.999
ADA2,TAF9,0.999
ADA2,TFB2,0.422
ADA2,THP1,0.51
ADA2,TRA1,0.999
ADA2,TRM8,0.792
ADA2,TUP1,0.409
ADA2,UBP8,0.999
ADA2,URB1,0.432
ADA2,YAF9,0.415
ADA2,YSF3,0.667
ADA2,ZUO1,0.493
AFG3,ATP1,0.557
AFG3,ATP2,0.521
AFG3,ATP4,0.635
AFG3,ATP6,0.614
AFG3,COX2,0.503
AFG3,COX6,0.506
AFG3,CYT1,0.493
AFG3,FZO1,0.533
AFG3,HSC82,0.467
AFG3,MAS1,0.429
AFG3,MAS2,0.582
AFG3,MGE1,0.558
AFG3,MGM1,0.538
AFG3,MGR1,0.766
AFG3,MRP2,0.454
AFG3,MRP7,0.51
AFG3,MRPL10,0.614
AFG3,MRPL23,0.55
AFG3,MRPL25,0.634
AFG3,MRPL32,0.856
AFG3,MRPL8,0.456
AFG3,MRPL9,0.413
AFG3,MRPS18,0.461
AFG3,MRPS28,0.427
AFG3,MRPS5,0.473
AFG3,NFS1,0.406
AFG3,OLI1,0.442
AFG3,PAM18,0.41
AFG3,PHB1,0.986
AFG3,PHB2,0.968
AFG3,QCR2,0.489
AFG3,RML2,0.607
AFG3,RPB3,0.443
AFG3,RPC40,0.443
AFG3,RPL16A,0.428
AFG3,RPL16B,0.428
AFG3,RPL2B,0.41
AFG3,RPP0,0.439
AFG3,RPS14A,0.4
AFG3,RPS14B,0.4
AFG3,RPS2,0.409
AFG3,RSM18,0.456
AFG3,RSM19,0.51
AFG3,RSM7,0.516
AFG3,SAM50,0.461
AFG3,SIR2,0.432
AFG3,SSC1,0.572
AFG3,SWS2,0.495
AFG3,TIM10,0.562
AFG3,TIM12,0.515
AFG3,TIM17,0.499
AFG3,TIM18,0.402
AFG3,TIM22,0.591
AFG3,TIM23,0.462
AFG3,TIM44,0.454
AFG3,TIM50,0.538
AFG3,TIM54,0.421
AFG3,TIM8,0.489
AFG3,TOM20,0.414
AFG3,TOM22,0.502
AFG3,TOM40,0.477
AFG3,TOM70,0.513
AFG3,YME1,0.845
AFG3,YTA12,0.999
AHC1,ARP6,0.417
AHC1,CHD1,0.961
AHC1,EAF3,0.577
AHC1,EAF6,0.403
AHC1,EAF7,0.443
AHC1,EPL1,0.637
AHC1,ESA1,0.461
AHC1,GCN5,0.997
AHC1,HFI1,0.936
AHC1,HHT1,0.439
AHC1,HHT2,0.439
AHC1,HTZ1,0.649
AHC1,ISW1,0.452
AHC1,NGG1,0.997
AHC1,RVB1,0.502
AHC1,RVB2,0.569
AHC1,SAS3,0.584
AHC1,SGF11,0.974
AHC1,SGF29,0.992
AHC1,SGF73,0.975
AHC1,SPT15,0.6
AHC1,SPT20,0.95
AHC1,SPT3,0.927
AHC1,SPT7,0.984
AHC1,SPT8,0.974
AHC1,SUS1,0.946
AHC1,SWC4,0.744
AHC1,TAF10,0.936
AHC1,TAF12,0.969
AHC1,TAF5,0.965
AHC1,TAF6,0.958
AHC1,TAF9,0.954
AHC1,TRA1,0.963
AHC1,UBP8,0.968
AHC1,VPS71,0.552
AHC1,VPS72,0.581
AHC1,YNG2,0.536
AIR1,AIR2,0.996
AIR1,CBC2,0.459
AIR1,CDC24,0.444
AIR1,CSL4,0.809
AIR1,DIS3,0.926
AIR1,GCD10,0.512
AIR1,GLC7,0.481
AIR1,LRP1,0.876
AIR1,MTR3,0.688
AIR1,MTR4,0.999
AIR1,PAP1,0.997
AIR1,PAP2,0.999
AIR1,PRP43,0.448
AIR1,RAT1,0.618
AIR1,RNA14,0.423
AIR1,RNA15,0.426
AIR1,RPL26A,0.404
AIR1,RPS12,0.414
AIR1,RPS1A,0.426
AIR1,RPS3,0.482
AIR1,RPS6B,0.456
AIR1,RPS9A,0.463
AIR1,RRP40,0.693
AIR1,RRP42,0.678
AIR1,RRP43,0.694
AIR1,RRP45,0.804
AIR1,RRP46,0.733
AIR1,RRP6,0.95
AIR1,SKI2,0.788
AIR1,SKI3,0.594
AIR1,SKI6,0.751
AIR1,SKI8,0.573
AIR1,STO1,0.578
AIR1,SUB2,0.406
AIR1,TIF4631,0.493
AIR1,UPF3,0.411
AIR1,UTP18,0.704
AIR1,UTP6,0.406
AIR1,YRA1,0.414
AIR2,CBC2,0.606
AIR2,CSL4,0.802
AIR2,DCP2,0.44
AIR2,DIS3,0.924
AIR2,DSS1,0.406
AIR2,GCD10,0.654
AIR2,GCD14,0.458
AIR2,HRP1,0.408
AIR2,IPL1,0.554
AIR2,LRP1,0.864
AIR2,LSM2,0.616
AIR2,MTR3,0.662
AIR2,MTR4,0.999
AIR2,PAP1,0.998
AIR2,PAP2,0.999
AIR2,RAT1,0.707
AIR2,RPS1A,0.411
AIR2,RPS3,0.432
AIR2,RPS6B,0.432
AIR2,RPS9A,0.446
AIR2,RRP4,0.469
AIR2,RRP40,0.733
AIR2,RRP42,0.703
AIR2,RRP43,0.622
AIR2,RRP45,0.726
AIR2,RRP46,0.666
AIR2,RRP6,0.956
AIR2,SKI2,0.862
AIR2,SKI3,0.725
AIR2,SKI6,0.722
AIR2,SKI8,0.705
AIR2,SLI15,0.796
AIR2,STO1,0.808
AIR2,UTP18,0.702
AIR2,YRA1,0.452
ALG13,ALG14,0.999
ALG13,CEG1,0.571
ALG13,GPI8,0.534
ALG13,GTR1,0.702
ALG13,HCR1,0.524
ALG13,MMS4,0.465
ALG13,MNN10,0.403
ALG13,OST1,0.439
ALG13,OST2,0.666
ALG13,OST3,0.545
ALG13,OST5,0.443
ALG13,SPT14,0.409
ALG13,SRP68,0.591
ALG13,STT3,0.909
ALG13,SUI3,0.423
ALG13,SWP1,0.573
ALG14,APC5,0.555
ALG14,CEG1,0.52
ALG14,HCR1,0.532
ALG14,OST2,0.564
ALG14,OST3,0.492
ALG14,RFA2,0.453
ALG14,RNR2,0.41
ALG14,SRP68,0.594
ALG14,STT3,0.878
ALG14,SUI3,0.524
ALG14,SWP1,0.487
AME1,ASK1,0.67
AME1,BUB1,0.52
AME1,BUB3,0.41
AME1,CBF2,0.726
AME1,CEP3,0.723
AME1,CSM1,0.443
AME1,CTF13,0.679
AME1,CTF19,0.999
AME1,CTF3,0.995
AME1,DAD1,0.462
AME1,DAD2,0.411
AME1,DAD4,0.489
AME1,DSN1,0.976
AME1,DUO1,0.523
AME1,HHF1,0.94
AME1,HHF2,0.8
AME1,HHT1,0.726
AME1,HSK3,0.539
AME1,HTA1,0.924
AME1,HTA2,0.8
AME1,HTB1,0.811
AME1,HTB2,0.897
AME1,IPL1,0.599
AME1,MAD1,0.409
AME1,MAD2,0.679
AME1,MAD3,0.516
AME1,MCM16,0.996
AME1,MCM21,0.999
AME1,MCM22,0.996
AME1,MTW1,0.983
AME1,NDC80,0.709
AME1,NNF1,0.977
AME1,NSL1,0.945
AME1,NUF2,0.871
AME1,OKP1,0.999
AME1,RPT3,0.552
AME1,SKP1,0.54
AME1,SLI15,0.616
AME1,SPC110,0.407
AME1,SPC19,0.486
AME1,SPC24,0.918
AME1,SPC25,0.844
AME1,SPC29,0.418
ANP1,CHS5,0.561
ANP1,EMP24,0.418
ANP1,ERP1,0.441
ANP1,ERV25,0.45
ANP1,ERV41,0.461
ANP1,HOC1,0.999
ANP1,MNN10,0.999
ANP1,MNN11,0.999
ANP1,MNN9,0.998
ANP1,PHB1,0.626
ANP1,PHB2,0.469
ANP1,PMT1,0.91
ANP1,PMT2,0.935
ANP1,PMT3,0.9
ANP1,PMT5,0.907
ANP1,ROT2,0.428
ANP1,SEC61,0.435
ANP1,SEC62,0.724
ANP1,SNF7,0.402
ANP1,VAN1,0.964
AOS1,ARP4,0.445
AOS1,ARP7,0.42
AOS1,CCT7,0.43
AOS1,CDC34,0.427
AOS1,HHF1,0.403
AOS1,HHF2,0.402
AOS1,MMS21,0.92
AOS1,MOT1,0.632
AOS1,NFS1,0.513
AOS1,PRE3,0.641
AOS1,PRI1,0.418
AOS1,RAD23,0.45
AOS1,RFA1,0.421
AOS1,RPB7,0.638
AOS1,RPN11,0.481
AOS1,RPN8,0.561
AOS1,RRI1,0.435
AOS1,RVB2,0.412
AOS1,SGS1,0.534
AOS1,SLX5,0.657
AOS1,SLX8,0.655
AOS1,SMC5,0.516
AOS1,UBA2,0.999
AOS1,UBA3,0.661
APC1,APC11,0.999
APC1,APC2,0.999
APC1,APC4,0.999
APC1,APC5,0.999
APC1,APC9,0.999
APC1,BRR2,0.42
APC1,BUB1,0.935
APC1,BUB3,0.884
APC1,CDC14,0.454
APC1,CDC16,0.999
APC1,CDC20,0.975
APC1,CDC23,0.999
APC1,CDC26,0.999
APC1,CDC27,0.999
APC1,CDC28,0.996
APC1,CDC34,0.511
APC1,CDC39,0.507
APC1,CDC4,0.918
APC1,CDH1,0.999
APC1,CHC1,0.525
APC1,CLB1,0.797
APC1,CLB2,0.834
APC1,CLB4,0.447
APC1,CLB5,0.786
APC1,CLB6,0.787
APC1,CTR9,0.61
APC1,CYC8,0.58
APC1,DOC1,0.999
APC1,GLC7,0.554
APC1,MAD1,0.669
APC1,MAD2,0.989
APC1,MAD3,0.982
APC1,MCM2,0.478
APC1,MCM3,0.601
APC1,MCM5,0.502
APC1,MCM6,0.537
APC1,MND2,0.999
APC1,ORC5,0.5
APC1,PDS1,0.945
APC1,PFS2,0.43
APC1,PPH21,0.998
APC1,RET1,0.53
APC1,RPB2,0.576
APC1,SIF2,0.411
APC1,SKP1,0.472
APC1,SLX5,0.9
APC1,SLX8,0.9
APC1,SMC1,0.549
APC1,SWM1,0.999
APC1,TAF5,0.41
APC1,TPD3,0.455
APC11,APC2,0.999
APC11,APC4,0.999
APC11,APC5,0.999
APC11,APC9,0.999
APC11,ATP16,0.433
APC11,BRN1,0.508
APC11,BUB1,0.856
APC11,BUB3,0.924
APC11,CDC16,0.999
APC11,CDC20,0.984
APC11,CDC23,0.999
APC11,CDC26,0.999
APC11,CDC27,0.999
APC11,CDC34,0.671
APC11,CDC4,0.909
APC11,CDH1,0.994
APC11,CLB1,0.706
APC11,CLB2,0.751
APC11,CLB5,0.732
APC11,CLB6,0.706
APC11,DOC1,0.999
APC11,ESP1,0.676
APC11,HRT1,0.836
APC11,MAD1,0.68
APC11,MAD2,0.726
APC11,MAD3,0.933
APC11,MND2,0.999
APC11,PDS1,0.926
APC11,QCR9,0.42
APC11,RAD6,0.628
APC11,RPB10,0.461
APC11,SKP1,0.576
APC11,SLX5,0.9
APC11,SLX8,0.9
APC11,SWM1,0.999
APC11,UBC13,0.645
APC2,APC4,0.999
APC2,APC5,0.999
APC2,APC9,0.999
APC2,ASK1,0.462
APC2,BUB1,0.925
APC2,BUB3,0.698
APC2,CDC16,0.999
APC2,CDC20,0.966
APC2,CDC23,0.999
APC2,CDC26,0.999
APC2,CDC27,0.999
APC2,CDC4,0.9
APC2,CDH1,0.995
APC2,CLB1,0.71
APC2,CLB2,0.779
APC2,CLB5,0.709
APC2,CLB6,0.708
APC2,DOC1,0.999
APC2,HRT1,0.563
APC2,MAD1,0.652
APC2,MAD2,0.945
APC2,MAD3,0.974
APC2,MND2,0.999
APC2,NUP145,0.409
APC2,PDS1,0.949
APC2,RPL40A,0.604
APC2,RPL40B,0.604
APC2,RPS31,0.9
APC2,RRN7,0.611
APC2,SLX5,0.9
APC2,SLX8,0.9
APC2,SPC110,0.409
APC2,SWM1,0.999
APC2,SYF1,0.576
APC4,APC5,0.999
APC4,APC9,0.999
APC4,BUB1,0.924
APC4,BUB3,0.988
APC4,CDC16,0.999
APC4,CDC20,0.984
APC4,CDC23,0.999
APC4,CDC26,0.999
APC4,CDC27,0.999
APC4,CDC28,0.456
APC4,CDC34,0.546
APC4,CDC4,0.901
APC4,CDH1,0.998
APC4,CLB1,0.792
APC4,CLB2,0.791
APC4,CLB5,0.788
APC4,CLB6,0.775
APC4,CTR9,0.64
APC4,CYC8,0.626
APC4,DOC1,0.999
APC4,ESP1,0.459
APC4,IPI3,0.623
APC4,MAD1,0.746
APC4,MAD2,0.99
APC4,MAD3,0.974
APC4,MND2,0.999
APC4,PDS1,0.911
APC4,PFS2,0.654
APC4,PHO85,0.421
APC4,PPH21,0.783
APC4,RAD6,0.492
APC4,RPN12,0.484
APC4,SIF2,0.639
APC4,SLX5,0.9
APC4,SLX8,0.9
APC4,SWM1,0.999
APC4,TAF5,0.628
APC4,UBC13,0.488
APC5,APC9,0.999
APC5,ASF1,0.462
APC5,BET2,0.414
APC5,BUB1,0.936
APC5,BUB3,0.975
APC5,CDC16,0.999
APC5,CDC20,0.995
APC5,CDC23,0.999
APC5,CDC26,0.999
APC5,CDC27,0.999
APC5,CDC28,0.49
APC5,CDC34,0.519
APC5,CDC4,0.901
APC5,CDC53,0.501
APC5,CDH1,0.997
APC5,CLB1,0.675
APC5,CLB2,0.804
APC5,CLB5,0.702
APC5,CLB6,0.669
APC5,COX13,0.499
APC5,CTR9,0.423
APC5,CYC8,0.441
APC5,DOC1,0.999
APC5,ESP1,0.808
APC5,GCN5,0.472
APC5,ISW1,0.564
APC5,MAD1,0.698
APC5,MAD2,0.876
APC5,MAD3,0.971
APC5,MND2,0.999
APC5,MRP7,0.457
APC5,MSI1,0.507
APC5,PDS1,0.952
APC5,PFS2,0.413
APC5,POB3,0.515
APC5,RSP5,0.547
APC5,SIF2,0.434
APC5,SKP1,0.479
APC5,SLX5,0.9
APC5,SLX8,0.9
APC5,SWM1,0.999
APC5,TAF5,0.409
APC9,BUB3,0.801
APC9,CDC16,0.999
APC9,CDC20,0.999
APC9,CDC23,0.999
APC9,CDC26,0.999
APC9,CDC27,0.999
APC9,CDC28,0.997
APC9,CDC4,0.9
APC9,CDH1,0.987
APC9,CLB1,0.685
APC9,CLB2,0.741
APC9,CLB5,0.683
APC9,CLB6,0.65
APC9,CTF18,0.434
APC9,DOC1,0.999
APC9,LTE1,0.622
APC9,MAD1,0.65
APC9,MAD2,0.703
APC9,MAD3,0.691
APC9,MND2,0.999
APC9,PDS1,0.946
APC9,PPH21,0.994
APC9,SLX5,0.9
